home_visits,clinicians_meet_each_other,social_infectivity_multiple_if_symptomatic,iteration,day,n_people_infected,n_clinicians_infected,n_patients_infected,n_family_infected,n_contacts
True,True,1.0,1,25,1309,1,436,872,462250
True,True,1.0,1,26,1309,1,436,872,480740
True,True,1.0,1,27,1309,1,436,872,499230
True,True,1.0,1,28,1309,1,436,872,517720
True,True,1.0,1,29,1309,1,436,872,536210
True,True,1.0,1,30,1309,1,436,872,554700
True,True,1.0,1,31,1309,1,436,872,573190
True,True,1.0,1,32,1309,1,436,872,591680
True,True,1.0,1,33,1309,1,436,872,610170
True,True,1.0,1,34,1309,1,436,872,628660
True,True,1.0,1,35,1309,1,436,872,647150
True,True,1.0,1,36,1309,1,436,872,665640
True,True,1.0,1,37,1309,1,436,872,684130
True,True,1.0,1,38,1309,1,436,872,702620
True,True,1.0,1,39,1309,1,436,872,721110
True,True,1.0,1,40,1309,1,436,872,739600
True,True,1.0,1,41,1309,1,436,872,758090
True,True,1.0,1,42,1309,1,436,872,776580
True,True,1.0,1,43,1309,1,436,872,795070
True,True,1.0,1,44,1309,1,436,872,813560
True,True,1.0,1,45,1309,1,436,872,832050
True,True,1.0,1,46,1309,1,436,872,850540
True,True,1.0,1,47,1309,1,436,872,869030
True,True,1.0,1,48,1309,1,436,872,887520
True,True,1.0,1,49,1309,1,436,872,906010
True,True,1.0,1,50,1309,1,436,872,924500
True,True,1.0,1,51,1309,1,436,872,942990
True,True,1.0,1,52,1309,1,436,872,961480
True,True,1.0,1,53,1309,1,436,872,979970
True,True,1.0,1,54,1309,1,436,872,998460
True,True,1.0,1,55,1309,1,436,872,1016950
True,True,1.0,1,56,1309,1,436,872,1035440
True,True,1.0,1,57,1309,1,436,872,1053930
True,True,1.0,1,58,1309,1,436,872,1072420
True,True,1.0,1,59,1309,1,436,872,1090910
True,True,1.0,1,60,1309,1,436,872,1109400
True,True,1.0,2,1,865,1,299,565,18490
True,True,1.0,2,2,865,1,299,565,36980
True,True,1.0,2,3,865,1,299,565,55470
True,True,1.0,2,4,865,1,299,565,73960
True,True,1.0,2,5,922,1,317,604,92450
True,True,1.0,2,6,975,1,330,644,110940
True,True,1.0,2,7,1027,1,353,673,129430
True,True,1.0,2,8,1080,1,367,712,147920
True,True,1.0,2,9,1111,1,382,728,166410
True,True,1.0,2,10,1155,1,399,755,184900
True,True,1.0,2,11,1220,2,420,798,203390
True,True,1.0,2,12,1227,2,425,800,221880
True,True,1.0,2,13,1234,2,428,804,240370
True,True,1.0,2,14,1239,2,429,808,258860
True,True,1.0,2,15,1246,2,430,814,277350
True,True,1.0,2,16,1256,2,434,820,295840
True,True,1.0,2,17,1260,2,435,823,314330
True,True,1.0,2,18,1262,2,437,823,332820
True,True,1.0,2,19,1266,2,438,826,351310
True,True,1.0,2,20,1270,2,438,830,369800
True,True,1.0,2,21,1272,2,438,832,388290
True,True,1.0,2,22,1275,2,439,834,406780
True,True,1.0,2,23,1275,2,439,834,425270
True,True,1.0,2,24,1275,2,439,834,443760
True,True,1.0,2,25,1275,2,439,834,462250
True,True,1.0,2,26,1275,2,439,834,480740
True,True,1.0,2,27,1275,2,439,834,499230
True,True,1.0,2,28,1275,2,439,834,517720
True,True,1.0,2,29,1275,2,439,834,536210
True,True,1.0,2,30,1275,2,439,834,554700
True,True,1.0,2,31,1275,2,439,834,573190
True,True,1.0,2,32,1275,2,439,834,591680
True,True,1.0,2,33,1275,2,439,834,610170
True,True,1.0,2,34,1275,2,439,834,628660
True,True,1.0,2,35,1275,2,439,834,647150
True,True,1.0,2,36,1275,2,439,834,665640
True,True,1.0,2,37,1275,2,439,834,684130
True,True,1.0,2,38,1275,2,439,834,702620
True,True,1.0,2,39,1275,2,439,834,721110
True,True,1.0,2,40,1275,2,439,834,739600
True,True,1.0,2,41,1275,2,439,834,758090
True,True,1.0,2,42,1275,2,439,834,776580
True,True,1.0,2,43,1275,2,439,834,795070
True,True,1.0,2,44,1275,2,439,834,813560
True,True,1.0,2,45,1275,2,439,834,832050
True,True,1.0,2,46,1275,2,439,834,850540
True,True,1.0,2,47,1275,2,439,834,869030
True,True,1.0,2,48,1275,2,439,834,887520
True,True,1.0,2,49,1275,2,439,834,906010
True,True,1.0,2,50,1275,2,439,834,924500
True,True,1.0,2,51,1275,2,439,834,942990
True,True,1.0,2,52,1275,2,439,834,961480
True,True,1.0,2,53,1275,2,439,834,979970
True,True,1.0,2,54,1275,2,439,834,998460
True,True,1.0,2,55,1275,2,439,834,1016950
True,True,1.0,2,56,1275,2,439,834,1035440
True,True,1.0,2,57,1275,2,439,834,1053930
True,True,1.0,2,58,1275,2,439,834,1072420
True,True,1.0,2,59,1275,2,439,834,1090910
True,True,1.0,2,60,1275,2,439,834,1109400
True,True,1.0,3,1,870,1,302,567,18490
True,True,1.0,3,2,870,1,302,567,36980
True,True,1.0,3,3,870,1,302,567,55470
True,True,1.0,3,4,870,1,302,567,73960
True,True,1.0,3,5,916,1,316,599,92450
True,True,1.0,3,6,978,1,339,638,110940
True,True,1.0,3,7,1021,1,352,668,129430
True,True,1.0,3,8,1072,1,368,703,147920
True,True,1.0,3,9,1110,1,378,731,166410
True,True,1.0,3,10,1172,1,396,775,184900
True,True,1.0,3,11,1218,1,409,808,203390
True,True,1.0,3,12,1222,1,410,811,221880
True,True,1.0,3,13,1223,1,411,811,240370
True,True,1.0,3,14,1232,1,413,818,258860
True,True,1.0,3,15,1241,1,415,825,277350
True,True,1.0,3,16,1249,1,417,831,295840
True,True,1.0,3,17,1252,1,417,834,314330
True,True,1.0,3,18,1259,1,420,838,332820
True,True,1.0,3,19,1263,1,422,840,351310
True,True,1.0,3,20,1268,1,423,844,369800
True,True,1.0,3,21,1269,1,424,844,388290
True,True,1.0,3,22,1269,1,424,844,406780
True,True,1.0,3,23,1269,1,424,844,425270
True,True,1.0,3,24,1269,1,424,844,443760
True,True,1.0,3,25,1269,1,424,844,462250
True,True,1.0,3,26,1269,1,424,844,480740
True,True,1.0,3,27,1269,1,424,844,499230
True,True,1.0,3,28,1269,1,424,844,517720
True,True,1.0,3,29,1269,1,424,844,536210
True,True,1.0,3,30,1269,1,424,844,554700
True,True,1.0,3,31,1269,1,424,844,573190
True,True,1.0,3,32,1269,1,424,844,591680
True,True,1.0,3,33,1269,1,424,844,610170
True,True,1.0,3,34,1269,1,424,844,628660
True,True,1.0,3,35,1269,1,424,844,647150
True,True,1.0,3,36,1269,1,424,844,665640
True,True,1.0,3,37,1269,1,424,844,684130
True,True,1.0,3,38,1269,1,424,844,702620
True,True,1.0,3,39,1269,1,424,844,721110
True,True,1.0,3,40,1269,1,424,844,739600
True,True,1.0,3,41,1269,1,424,844,758090
True,True,1.0,3,42,1269,1,424,844,776580
True,True,1.0,3,43,1269,1,424,844,795070
True,True,1.0,3,44,1269,1,424,844,813560
True,True,1.0,3,45,1269,1,424,844,832050
True,True,1.0,3,46,1269,1,424,844,850540
True,True,1.0,3,47,1269,1,424,844,869030
True,True,1.0,3,48,1269,1,424,844,887520
True,True,1.0,3,49,1269,1,424,844,906010
True,True,1.0,3,50,1269,1,424,844,924500
True,True,1.0,3,51,1269,1,424,844,942990
True,True,1.0,3,52,1269,1,424,844,961480
True,True,1.0,3,53,1269,1,424,844,979970
True,True,1.0,3,54,1269,1,424,844,998460
True,True,1.0,3,55,1269,1,424,844,1016950
True,True,1.0,3,56,1269,1,424,844,1035440
True,True,1.0,3,57,1269,1,424,844,1053930
True,True,1.0,3,58,1269,1,424,844,1072420
True,True,1.0,3,59,1269,1,424,844,1090910
True,True,1.0,3,60,1269,1,424,844,1109400
True,True,1.0,4,1,855,0,291,564,18490
True,True,1.0,4,2,855,0,291,564,36980
True,True,1.0,4,3,855,0,291,564,55470
True,True,1.0,4,4,855,0,291,564,73960
True,True,1.0,4,5,904,0,309,595,92450
True,True,1.0,4,6,957,1,330,626,110940
True,True,1.0,4,7,1016,1,342,673,129430
True,True,1.0,4,8,1076,1,362,713,147920
True,True,1.0,4,9,1119,1,373,745,166410
True,True,1.0,4,10,1162,1,389,772,184900
True,True,1.0,4,11,1212,1,404,807,203390
True,True,1.0,4,12,1216,1,408,807,221880
True,True,1.0,4,13,1223,1,411,811,240370
True,True,1.0,4,14,1234,1,414,819,258860
True,True,1.0,4,15,1240,1,415,824,277350
True,True,1.0,4,16,1247,1,419,827,295840
True,True,1.0,4,17,1251,1,420,830,314330
True,True,1.0,4,18,1254,1,420,833,332820
True,True,1.0,4,19,1257,1,421,835,351310
True,True,1.0,4,20,1261,1,422,838,369800
True,True,1.0,4,21,1262,1,422,839,388290
True,True,1.0,4,22,1263,1,422,840,406780
True,True,1.0,4,23,1263,1,422,840,425270
True,True,1.0,4,24,1263,1,422,840,443760
True,True,1.0,4,25,1263,1,422,840,462250
True,True,1.0,4,26,1263,1,422,840,480740
True,True,1.0,4,27,1263,1,422,840,499230
True,True,1.0,4,28,1263,1,422,840,517720
True,True,1.0,4,29,1263,1,422,840,536210
True,True,1.0,4,30,1263,1,422,840,554700
True,True,1.0,4,31,1263,1,422,840,573190
True,True,1.0,4,32,1263,1,422,840,591680
True,True,1.0,4,33,1263,1,422,840,610170
True,True,1.0,4,34,1263,1,422,840,628660
True,True,1.0,4,35,1263,1,422,840,647150
True,True,1.0,4,36,1263,1,422,840,665640
True,True,1.0,4,37,1263,1,422,840,684130
True,True,1.0,4,38,1263,1,422,840,702620
True,True,1.0,4,39,1263,1,422,840,721110
True,True,1.0,4,40,1263,1,422,840,739600
True,True,1.0,4,41,1263,1,422,840,758090
True,True,1.0,4,42,1263,1,422,840,776580
True,True,1.0,4,43,1263,1,422,840,795070
True,True,1.0,4,44,1263,1,422,840,813560
True,True,1.0,4,45,1263,1,422,840,832050
True,True,1.0,4,46,1263,1,422,840,850540
True,True,1.0,4,47,1263,1,422,840,869030
True,True,1.0,4,48,1263,1,422,840,887520
True,True,1.0,4,49,1263,1,422,840,906010
True,True,1.0,4,50,1263,1,422,840,924500
True,True,1.0,4,51,1263,1,422,840,942990
True,True,1.0,4,52,1263,1,422,840,961480
True,True,1.0,4,53,1263,1,422,840,979970
True,True,1.0,4,54,1263,1,422,840,998460
True,True,1.0,4,55,1263,1,422,840,1016950
True,True,1.0,4,56,1263,1,422,840,1035440
True,True,1.0,4,57,1263,1,422,840,1053930
True,True,1.0,4,58,1263,1,422,840,1072420
True,True,1.0,4,59,1263,1,422,840,1090910
True,True,1.0,4,60,1263,1,422,840,1109400
True,True,1.0,5,1,914,1,290,623,18490
True,True,1.0,5,2,914,1,290,623,36980
True,True,1.0,5,3,914,1,290,623,55470
True,True,1.0,5,4,914,1,290,623,73960
True,True,1.0,5,5,969,1,313,655,92450
True,True,1.0,5,6,1032,1,331,700,110940
True,True,1.0,5,7,1091,1,358,732,129430
True,True,1.0,5,8,1142,1,371,770,147920
True,True,1.0,5,9,1193,1,386,806,166410
True,True,1.0,5,10,1244,1,400,843,184900
True,True,1.0,5,11,1282,1,418,863,203390
True,True,1.0,5,12,1284,1,419,864,221880
True,True,1.0,5,13,1290,1,421,868,240370
True,True,1.0,5,14,1295,1,423,871,258860
True,True,1.0,5,15,1305,1,427,877,277350
True,True,1.0,5,16,1315,1,430,884,295840
True,True,1.0,5,17,1320,1,432,887,314330
True,True,1.0,5,18,1327,1,435,891,332820
True,True,1.0,5,19,1336,1,441,894,351310
True,True,1.0,5,20,1339,1,442,896,369800
True,True,1.0,5,21,1340,1,442,897,388290
True,True,1.0,5,22,1341,1,443,897,406780
True,True,1.0,5,23,1341,1,443,897,425270
True,True,1.0,5,24,1341,1,443,897,443760
True,True,1.0,5,25,1341,1,443,897,462250
True,True,1.0,5,26,1341,1,443,897,480740
True,True,1.0,5,27,1341,1,443,897,499230
True,True,1.0,5,28,1341,1,443,897,517720
True,True,1.0,5,29,1341,1,443,897,536210
True,True,1.0,5,30,1341,1,443,897,554700
True,True,1.0,5,31,1341,1,443,897,573190
True,True,1.0,5,32,1341,1,443,897,591680
True,True,1.0,5,33,1341,1,443,897,610170
True,True,1.0,5,34,1341,1,443,897,628660
True,True,1.0,5,35,1341,1,443,897,647150
True,True,1.0,5,36,1341,1,443,897,665640
True,True,1.0,5,37,1341,1,443,897,684130
True,True,1.0,5,38,1341,1,443,897,702620
True,True,1.0,5,39,1341,1,443,897,721110
True,True,1.0,5,40,1341,1,443,897,739600
True,True,1.0,5,41,1341,1,443,897,758090
True,True,1.0,5,42,1341,1,443,897,776580
True,True,1.0,5,43,1341,1,443,897,795070
True,True,1.0,5,44,1341,1,443,897,813560
True,True,1.0,5,45,1341,1,443,897,832050
True,True,1.0,5,46,1341,1,443,897,850540
True,True,1.0,5,47,1341,1,443,897,869030
True,True,1.0,5,48,1341,1,443,897,887520
True,True,1.0,5,49,1341,1,443,897,906010
True,True,1.0,5,50,1341,1,443,897,924500
True,True,1.0,5,51,1341,1,443,897,942990
True,True,1.0,5,52,1341,1,443,897,961480
True,True,1.0,5,53,1341,1,443,897,979970
True,True,1.0,5,54,1341,1,443,897,998460
True,True,1.0,5,55,1341,1,443,897,1016950
True,True,1.0,5,56,1341,1,443,897,1035440
True,True,1.0,5,57,1341,1,443,897,1053930
True,True,1.0,5,58,1341,1,443,897,1072420
True,True,1.0,5,59,1341,1,443,897,1090910
True,True,1.0,5,60,1341,1,443,897,1109400
True,True,1.0,6,1,863,0,274,589,18490
True,True,1.0,6,2,863,0,274,589,36980
True,True,1.0,6,3,863,0,274,589,55470
True,True,1.0,6,4,863,0,274,589,73960
True,True,1.0,6,5,931,0,291,640,92450
True,True,1.0,6,6,985,0,317,668,110940
True,True,1.0,6,7,1034,0,331,703,129430
True,True,1.0,6,8,1080,0,352,728,147920
True,True,1.0,6,9,1133,0,369,764,166410
True,True,1.0,6,10,1175,0,384,791,184900
True,True,1.0,6,11,1229,0,405,824,203390
True,True,1.0,6,12,1230,0,405,825,221880
True,True,1.0,6,13,1235,0,407,828,240370
True,True,1.0,6,14,1244,0,410,834,258860
True,True,1.0,6,15,1251,0,411,840,277350
True,True,1.0,6,16,1264,0,416,848,295840
True,True,1.0,6,17,1269,0,418,851,314330
True,True,1.0,6,18,1275,1,419,855,332820
True,True,1.0,6,19,1281,1,424,856,351310
True,True,1.0,6,20,1284,1,424,859,369800
True,True,1.0,6,21,1285,1,424,860,388290
True,True,1.0,6,22,1287,1,425,861,406780
True,True,1.0,6,23,1287,1,425,861,425270
True,True,1.0,6,24,1287,1,425,861,443760
True,True,1.0,6,25,1287,1,425,861,462250
True,True,1.0,6,26,1287,1,425,861,480740
True,True,1.0,6,27,1287,1,425,861,499230
True,True,1.0,6,28,1287,1,425,861,517720
True,True,1.0,6,29,1287,1,425,861,536210
True,True,1.0,6,30,1287,1,425,861,554700
True,True,1.0,6,31,1287,1,425,861,573190
True,True,1.0,6,32,1287,1,425,861,591680
True,True,1.0,6,33,1287,1,425,861,610170
True,True,1.0,6,34,1287,1,425,861,628660
True,True,1.0,6,35,1287,1,425,861,647150
True,True,1.0,6,36,1287,1,425,861,665640
True,True,1.0,6,37,1287,1,425,861,684130
True,True,1.0,6,38,1287,1,425,861,702620
True,True,1.0,6,39,1287,1,425,861,721110
True,True,1.0,6,40,1287,1,425,861,739600
True,True,1.0,6,41,1287,1,425,861,758090
True,True,1.0,6,42,1287,1,425,861,776580
True,True,1.0,6,43,1287,1,425,861,795070
True,True,1.0,6,44,1287,1,425,861,813560
True,True,1.0,6,45,1287,1,425,861,832050
True,True,1.0,6,46,1287,1,425,861,850540
True,True,1.0,6,47,1287,1,425,861,869030
True,True,1.0,6,48,1287,1,425,861,887520
True,True,1.0,6,49,1287,1,425,861,906010
True,True,1.0,6,50,1287,1,425,861,924500
True,True,1.0,6,51,1287,1,425,861,942990
True,True,1.0,6,52,1287,1,425,861,961480
True,True,1.0,6,53,1287,1,425,861,979970
True,True,1.0,6,54,1287,1,425,861,998460
True,True,1.0,6,55,1287,1,425,861,1016950
True,True,1.0,6,56,1287,1,425,861,1035440
True,True,1.0,6,57,1287,1,425,861,1053930
True,True,1.0,6,58,1287,1,425,861,1072420
True,True,1.0,6,59,1287,1,425,861,1090910
True,True,1.0,6,60,1287,1,425,861,1109400
True,True,1.0,7,1,895,0,287,608,18490
True,True,1.0,7,2,895,0,287,608,36980
True,True,1.0,7,3,895,0,287,608,55470
True,True,1.0,7,4,895,0,287,608,73960
True,True,1.0,7,5,960,0,307,653,92450
True,True,1.0,7,6,1014,0,326,688,110940
True,True,1.0,7,7,1065,0,344,721,129430
True,True,1.0,7,8,1114,0,364,750,147920
True,True,1.0,7,9,1174,0,384,790,166410
True,True,1.0,7,10,1224,0,401,823,184900
True,True,1.0,7,11,1269,0,418,851,203390
True,True,1.0,7,12,1275,0,419,856,221880
True,True,1.0,7,13,1278,0,419,859,240370
True,True,1.0,7,14,1286,0,420,866,258860
True,True,1.0,7,15,1295,0,424,871,277350
True,True,1.0,7,16,1303,0,427,876,295840
True,True,1.0,7,17,1309,0,428,881,314330
True,True,1.0,7,18,1318,0,429,889,332820
True,True,1.0,7,19,1323,0,431,892,351310
True,True,1.0,7,20,1325,0,432,893,369800
True,True,1.0,7,21,1326,0,433,893,388290
True,True,1.0,7,22,1328,0,434,894,406780
True,True,1.0,7,23,1328,0,434,894,425270
True,True,1.0,7,24,1328,0,434,894,443760
True,True,1.0,7,25,1328,0,434,894,462250
True,True,1.0,7,26,1328,0,434,894,480740
True,True,1.0,7,27,1328,0,434,894,499230
True,True,1.0,7,28,1328,0,434,894,517720
True,True,1.0,7,29,1328,0,434,894,536210
True,True,1.0,7,30,1328,0,434,894,554700
True,True,1.0,7,31,1328,0,434,894,573190
True,True,1.0,7,32,1328,0,434,894,591680
True,True,1.0,7,33,1328,0,434,894,610170
True,True,1.0,7,34,1328,0,434,894,628660
True,True,1.0,7,35,1328,0,434,894,647150
True,True,1.0,7,36,1328,0,434,894,665640
True,True,1.0,7,37,1328,0,434,894,684130
True,True,1.0,7,38,1328,0,434,894,702620
True,True,1.0,7,39,1328,0,434,894,721110
True,True,1.0,7,40,1328,0,434,894,739600
True,True,1.0,7,41,1328,0,434,894,758090
True,True,1.0,7,42,1328,0,434,894,776580
True,True,1.0,7,43,1328,0,434,894,795070
True,True,1.0,7,44,1328,0,434,894,813560
True,True,1.0,7,45,1328,0,434,894,832050
True,True,1.0,7,46,1328,0,434,894,850540
True,True,1.0,7,47,1328,0,434,894,869030
True,True,1.0,7,48,1328,0,434,894,887520
True,True,1.0,7,49,1328,0,434,894,906010
True,True,1.0,7,50,1328,0,434,894,924500
True,True,1.0,7,51,1328,0,434,894,942990
True,True,1.0,7,52,1328,0,434,894,961480
True,True,1.0,7,53,1328,0,434,894,979970
True,True,1.0,7,54,1328,0,434,894,998460
True,True,1.0,7,55,1328,0,434,894,1016950
True,True,1.0,7,56,1328,0,434,894,1035440
True,True,1.0,7,57,1328,0,434,894,1053930
True,True,1.0,7,58,1328,0,434,894,1072420
True,True,1.0,7,59,1328,0,434,894,1090910
True,True,1.0,7,60,1328,0,434,894,1109400
True,True,1.0,8,1,894,5,291,598,18490
True,True,1.0,8,2,894,5,291,598,36980
True,True,1.0,8,3,894,5,291,598,55470
True,True,1.0,8,4,894,5,291,598,73960
True,True,1.0,8,5,946,5,306,635,92450
True,True,1.0,8,6,1007,6,332,669,110940
True,True,1.0,8,7,1063,7,343,713,129430
True,True,1.0,8,8,1109,7,367,735,147920
True,True,1.0,8,9,1164,7,388,769,166410
True,True,1.0,8,10,1226,7,412,807,184900
True,True,1.0,8,11,1267,8,425,834,203390
True,True,1.0,8,12,1273,9,426,838,221880
True,True,1.0,8,13,1280,9,427,844,240370
True,True,1.0,8,14,1293,10,433,850,258860
True,True,1.0,8,15,1299,11,433,855,277350
True,True,1.0,8,16,1307,11,435,861,295840
True,True,1.0,8,17,1318,11,435,872,314330
True,True,1.0,8,18,1324,11,435,878,332820
True,True,1.0,8,19,1333,11,438,884,351310
True,True,1.0,8,20,1334,11,439,884,369800
True,True,1.0,8,21,1337,11,441,885,388290
True,True,1.0,8,22,1340,11,442,887,406780
True,True,1.0,8,23,1340,11,442,887,425270
True,True,1.0,8,24,1340,11,442,887,443760
True,True,1.0,8,25,1340,11,442,887,462250
True,True,1.0,8,26,1340,11,442,887,480740
True,True,1.0,8,27,1340,11,442,887,499230
True,True,1.0,8,28,1340,11,442,887,517720
True,True,1.0,8,29,1340,11,442,887,536210
True,True,1.0,8,30,1340,11,442,887,554700
True,True,1.0,8,31,1340,11,442,887,573190
True,True,1.0,8,32,1340,11,442,887,591680
True,True,1.0,8,33,1340,11,442,887,610170
True,True,1.0,8,34,1340,11,442,887,628660
True,True,1.0,8,35,1340,11,442,887,647150
True,True,1.0,8,36,1340,11,442,887,665640
True,True,1.0,8,37,1340,11,442,887,684130
True,True,1.0,8,38,1340,11,442,887,702620
True,True,1.0,8,39,1340,11,442,887,721110
True,True,1.0,8,40,1340,11,442,887,739600
True,True,1.0,8,41,1340,11,442,887,758090
True,True,1.0,8,42,1340,11,442,887,776580
True,True,1.0,8,43,1340,11,442,887,795070
True,True,1.0,8,44,1340,11,442,887,813560
True,True,1.0,8,45,1340,11,442,887,832050
True,True,1.0,8,46,1340,11,442,887,850540
True,True,1.0,8,47,1340,11,442,887,869030
True,True,1.0,8,48,1340,11,442,887,887520
True,True,1.0,8,49,1340,11,442,887,906010
True,True,1.0,8,50,1340,11,442,887,924500
True,True,1.0,8,51,1340,11,442,887,942990
True,True,1.0,8,52,1340,11,442,887,961480
True,True,1.0,8,53,1340,11,442,887,979970
True,True,1.0,8,54,1340,11,442,887,998460
True,True,1.0,8,55,1340,11,442,887,1016950
True,True,1.0,8,56,1340,11,442,887,1035440
True,True,1.0,8,57,1340,11,442,887,1053930
True,True,1.0,8,58,1340,11,442,887,1072420
True,True,1.0,8,59,1340,11,442,887,1090910
True,True,1.0,8,60,1340,11,442,887,1109400
True,True,1.0,9,1,886,0,314,572,18490
True,True,1.0,9,2,886,0,314,572,36980
True,True,1.0,9,3,886,0,314,572,55470
True,True,1.0,9,4,886,0,314,572,73960
True,True,1.0,9,5,931,0,328,603,92450
True,True,1.0,9,6,991,0,354,637,110940
True,True,1.0,9,7,1048,0,369,679,129430
True,True,1.0,9,8,1103,0,387,716,147920
True,True,1.0,9,9,1147,0,401,746,166410
True,True,1.0,9,10,1183,0,408,775,184900
True,True,1.0,9,11,1231,0,421,810,203390
True,True,1.0,9,12,1233,0,422,811,221880
True,True,1.0,9,13,1234,0,422,812,240370
True,True,1.0,9,14,1241,0,425,816,258860
True,True,1.0,9,15,1244,0,425,819,277350
True,True,1.0,9,16,1252,0,427,825,295840
True,True,1.0,9,17,1258,0,429,829,314330
True,True,1.0,9,18,1261,0,430,831,332820
True,True,1.0,9,19,1269,0,433,836,351310
True,True,1.0,9,20,1270,0,433,837,369800
True,True,1.0,9,21,1270,0,433,837,388290
True,True,1.0,9,22,1271,0,434,837,406780
True,True,1.0,9,23,1271,0,434,837,425270
True,True,1.0,9,24,1271,0,434,837,443760
True,True,1.0,9,25,1271,0,434,837,462250
True,True,1.0,9,26,1271,0,434,837,480740
True,True,1.0,9,27,1271,0,434,837,499230
True,True,1.0,9,28,1271,0,434,837,517720
True,True,1.0,9,29,1271,0,434,837,536210
True,True,1.0,9,30,1271,0,434,837,554700
True,True,1.0,9,31,1271,0,434,837,573190
True,True,1.0,9,32,1271,0,434,837,591680
True,True,1.0,9,33,1271,0,434,837,610170
True,True,1.0,9,34,1271,0,434,837,628660
True,True,1.0,9,35,1271,0,434,837,647150
True,True,1.0,9,36,1271,0,434,837,665640
True,True,1.0,9,37,1271,0,434,837,684130
True,True,1.0,9,38,1271,0,434,837,702620
True,True,1.0,9,39,1271,0,434,837,721110
True,True,1.0,9,40,1271,0,434,837,739600
True,True,1.0,9,41,1271,0,434,837,758090
True,True,1.0,9,42,1271,0,434,837,776580
True,True,1.0,9,43,1271,0,434,837,795070
True,True,1.0,9,44,1271,0,434,837,813560
True,True,1.0,9,45,1271,0,434,837,832050
True,True,1.0,9,46,1271,0,434,837,850540
True,True,1.0,9,47,1271,0,434,837,869030
True,True,1.0,9,48,1271,0,434,837,887520
True,True,1.0,9,49,1271,0,434,837,906010
True,True,1.0,9,50,1271,0,434,837,924500
True,True,1.0,9,51,1271,0,434,837,942990
True,True,1.0,9,52,1271,0,434,837,961480
True,True,1.0,9,53,1271,0,434,837,979970
True,True,1.0,9,54,1271,0,434,837,998460
True,True,1.0,9,55,1271,0,434,837,1016950
True,True,1.0,9,56,1271,0,434,837,1035440
True,True,1.0,9,57,1271,0,434,837,1053930
True,True,1.0,9,58,1271,0,434,837,1072420
True,True,1.0,9,59,1271,0,434,837,1090910
True,True,1.0,9,60,1271,0,434,837,1109400
True,True,1.0,10,1,951,2,325,624,18490
True,True,1.0,10,2,951,2,325,624,36980
True,True,1.0,10,3,951,2,325,624,55470
True,True,1.0,10,4,951,2,325,624,73960
True,True,1.0,10,5,1006,2,343,661,92450
True,True,1.0,10,6,1069,2,372,695,110940
True,True,1.0,10,7,1122,2,395,725,129430
True,True,1.0,10,8,1160,2,405,753,147920
True,True,1.0,10,9,1214,2,423,789,166410
True,True,1.0,10,10,1257,2,440,815,184900
True,True,1.0,10,11,1317,2,455,860,203390
True,True,1.0,10,12,1321,2,458,861,221880
True,True,1.0,10,13,1327,2,461,864,240370
True,True,1.0,10,14,1330,2,463,865,258860
True,True,1.0,10,15,1333,2,466,865,277350
True,True,1.0,10,16,1344,2,469,873,295840
True,True,1.0,10,17,1346,2,469,875,314330
True,True,1.0,10,18,1350,2,470,878,332820
True,True,1.0,10,19,1355,2,471,882,351310
True,True,1.0,10,20,1357,2,473,882,369800
True,True,1.0,10,21,1358,2,474,882,388290
True,True,1.0,10,22,1359,2,475,882,406780
True,True,1.0,10,23,1359,2,475,882,425270
True,True,1.0,10,24,1359,2,475,882,443760
True,True,1.0,10,25,1359,2,475,882,462250
True,True,1.0,10,26,1359,2,475,882,480740
True,True,1.0,10,27,1359,2,475,882,499230
True,True,1.0,10,28,1359,2,475,882,517720
True,True,1.0,10,29,1359,2,475,882,536210
True,True,1.0,10,30,1359,2,475,882,554700
True,True,1.0,10,31,1359,2,475,882,573190
True,True,1.0,10,32,1359,2,475,882,591680
True,True,1.0,10,33,1359,2,475,882,610170
True,True,1.0,10,34,1359,2,475,882,628660
True,True,1.0,10,35,1359,2,475,882,647150
True,True,1.0,10,36,1359,2,475,882,665640
True,True,1.0,10,37,1359,2,475,882,684130
True,True,1.0,10,38,1359,2,475,882,702620
True,True,1.0,10,39,1359,2,475,882,721110
True,True,1.0,10,40,1359,2,475,882,739600
True,True,1.0,10,41,1359,2,475,882,758090
True,True,1.0,10,42,1359,2,475,882,776580
True,True,1.0,10,43,1359,2,475,882,795070
True,True,1.0,10,44,1359,2,475,882,813560
True,True,1.0,10,45,1359,2,475,882,832050
True,True,1.0,10,46,1359,2,475,882,850540
True,True,1.0,10,47,1359,2,475,882,869030
True,True,1.0,10,48,1359,2,475,882,887520
True,True,1.0,10,49,1359,2,475,882,906010
True,True,1.0,10,50,1359,2,475,882,924500
True,True,1.0,10,51,1359,2,475,882,942990
True,True,1.0,10,52,1359,2,475,882,961480
True,True,1.0,10,53,1359,2,475,882,979970
True,True,1.0,10,54,1359,2,475,882,998460
True,True,1.0,10,55,1359,2,475,882,1016950
True,True,1.0,10,56,1359,2,475,882,1035440
True,True,1.0,10,57,1359,2,475,882,1053930
True,True,1.0,10,58,1359,2,475,882,1072420
True,True,1.0,10,59,1359,2,475,882,1090910
True,True,1.0,10,60,1359,2,475,882,1109400
True,True,1.0,11,1,897,1,295,601,18490
True,True,1.0,11,2,897,1,295,601,36980
True,True,1.0,11,3,897,1,295,601,55470
