home_visits,clinicians_meet_each_other,social_infectivity_multiple_if_symptomatic,p_external_infection_per_day,iteration,day,n_people_infected,n_clinicians_infected,n_patients_infected,n_family_infected,n_contacts
True,False,0.1,0.02,19,10,4478,4,1497,2977,183000
True,False,0.1,0.02,19,11,4889,5,1625,3259,201300
True,False,0.1,0.02,19,12,5254,5,1760,3489,219600
True,False,0.1,0.02,19,13,5590,6,1871,3713,237900
True,False,0.1,0.02,19,14,5930,7,1980,3943,256200
True,False,0.1,0.02,19,15,6255,7,2095,4153,274500
True,False,0.1,0.02,19,16,6582,7,2208,4367,292800
True,False,0.1,0.02,19,17,6873,8,2303,4562,311100
True,False,0.1,0.02,19,18,7214,8,2423,4783,329400
True,False,0.1,0.02,19,19,7503,8,2518,4977,347700
True,False,0.1,0.02,19,20,7767,8,2596,5163,366000
True,False,0.1,0.02,19,21,8068,9,2688,5371,384300
True,False,0.1,0.02,19,22,8324,9,2768,5547,402600
True,False,0.1,0.02,19,23,8600,10,2863,5727,420900
True,False,0.1,0.02,19,24,8833,10,2927,5896,439200
True,False,0.1,0.02,19,25,9082,10,3000,6072,457500
True,False,0.1,0.02,19,26,9308,10,3067,6231,475800
True,False,0.1,0.02,19,27,9542,10,3153,6379,494100
True,False,0.1,0.02,19,28,9739,10,3215,6514,512400
True,False,0.1,0.02,19,29,9966,10,3298,6658,530700
True,False,0.1,0.02,19,30,10183,10,3357,6816,549000
True,False,0.1,0.02,19,31,10405,10,3430,6965,567300
True,False,0.1,0.02,19,32,10600,10,3498,7092,585600
True,False,0.1,0.02,19,33,10790,10,3561,7219,603900
True,False,0.1,0.02,19,34,10976,10,3622,7344,622200
True,False,0.1,0.02,19,35,11162,10,3679,7473,640500
True,False,0.1,0.02,19,36,11317,11,3728,7578,658800
True,False,0.1,0.02,19,37,11496,11,3787,7698,677100
True,False,0.1,0.02,19,38,11666,12,3837,7817,695400
True,False,0.1,0.02,19,39,11805,12,3890,7903,713700
True,False,0.1,0.02,19,40,11964,12,3951,8001,732000
True,False,0.1,0.02,19,41,12107,12,4006,8089,750300
True,False,0.1,0.02,19,42,12257,12,4049,8196,768600
True,False,0.1,0.02,19,43,12386,12,4090,8284,786900
True,False,0.1,0.02,19,44,12532,12,4138,8382,805200
True,False,0.1,0.02,19,45,12677,12,4187,8478,823500
True,False,0.1,0.02,19,46,12804,12,4216,8576,841800
True,False,0.1,0.02,19,47,12917,12,4244,8661,860100
True,False,0.1,0.02,19,48,13037,12,4293,8732,878400
True,False,0.1,0.02,19,49,13144,12,4331,8801,896700
True,False,0.1,0.02,19,50,13244,12,4366,8866,915000
True,False,0.1,0.02,19,51,13346,13,4404,8929,933300
True,False,0.1,0.02,19,52,13463,14,4446,9003,951600
True,False,0.1,0.02,19,53,13560,14,4477,9069,969900
True,False,0.1,0.02,19,54,13664,14,4511,9139,988200
True,False,0.1,0.02,19,55,13751,14,4540,9197,1006500
True,False,0.1,0.02,19,56,13850,14,4579,9257,1024800
True,False,0.1,0.02,19,57,13960,14,4615,9331,1043100
True,False,0.1,0.02,19,58,14046,14,4650,9382,1061400
True,False,0.1,0.02,19,59,14137,14,4685,9438,1079700
True,False,0.1,0.02,19,60,14222,15,4711,9496,1098000
True,False,1.0,0.0,19,1,920,0,304,616,18300
True,False,1.0,0.0,19,2,920,0,304,616,36600
True,False,1.0,0.0,19,3,920,0,304,616,54900
True,False,1.0,0.0,19,4,920,0,304,616,73200
True,False,1.0,0.0,19,5,990,0,328,662,91500
True,False,1.0,0.0,19,6,1053,0,349,704,109800
True,False,1.0,0.0,19,7,1117,1,367,749,128100
True,False,1.0,0.0,19,8,1176,2,385,789,146400
True,False,1.0,0.0,19,9,1229,2,409,818,164700
True,False,1.0,0.0,19,10,1278,2,426,850,183000
True,False,1.0,0.0,19,11,1335,2,449,884,201300
True,False,1.0,0.0,19,12,1339,2,450,887,219600
True,False,1.0,0.0,19,13,1343,2,451,890,237900
True,False,1.0,0.0,19,14,1352,2,455,895,256200
True,False,1.0,0.0,19,15,1358,2,458,898,274500
True,False,1.0,0.0,19,16,1365,2,459,904,292800
True,False,1.0,0.0,19,17,1378,2,465,911,311100
True,False,1.0,0.0,19,18,1386,2,469,915,329400
True,False,1.0,0.0,19,19,1390,2,470,918,347700
True,False,1.0,0.0,19,20,1393,2,470,921,366000
True,False,1.0,0.0,19,21,1395,2,470,923,384300
True,False,1.0,0.0,19,22,1398,2,471,925,402600
True,False,1.0,0.0,19,23,1398,2,471,925,420900
True,False,1.0,0.0,19,24,1398,2,471,925,439200
True,False,1.0,0.0,19,25,1398,2,471,925,457500
True,False,1.0,0.0,19,26,1398,2,471,925,475800
True,False,1.0,0.0,19,27,1398,2,471,925,494100
True,False,1.0,0.0,19,28,1398,2,471,925,512400
True,False,1.0,0.0,19,29,1398,2,471,925,530700
True,False,1.0,0.0,19,30,1398,2,471,925,549000
True,False,1.0,0.0,19,31,1398,2,471,925,567300
True,False,1.0,0.0,19,32,1398,2,471,925,585600
True,False,1.0,0.0,19,33,1398,2,471,925,603900
True,False,1.0,0.0,19,34,1398,2,471,925,622200
True,False,1.0,0.0,19,35,1398,2,471,925,640500
True,False,1.0,0.0,19,36,1398,2,471,925,658800
True,False,1.0,0.0,19,37,1398,2,471,925,677100
True,False,1.0,0.0,19,38,1398,2,471,925,695400
True,False,1.0,0.0,19,39,1398,2,471,925,713700
True,False,1.0,0.0,19,40,1398,2,471,925,732000
True,False,1.0,0.0,19,41,1398,2,471,925,750300
True,False,1.0,0.0,19,42,1398,2,471,925,768600
True,False,1.0,0.0,19,43,1398,2,471,925,786900
True,False,1.0,0.0,19,44,1398,2,471,925,805200
True,False,1.0,0.0,19,45,1398,2,471,925,823500
True,False,1.0,0.0,19,46,1398,2,471,925,841800
True,False,1.0,0.0,19,47,1398,2,471,925,860100
True,False,1.0,0.0,19,48,1398,2,471,925,878400
True,False,1.0,0.0,19,49,1398,2,471,925,896700
True,False,1.0,0.0,19,50,1398,2,471,925,915000
True,False,1.0,0.0,19,51,1398,2,471,925,933300
True,False,1.0,0.0,19,52,1398,2,471,925,951600
True,False,1.0,0.0,19,53,1398,2,471,925,969900
True,False,1.0,0.0,19,54,1398,2,471,925,988200
True,False,1.0,0.0,19,55,1398,2,471,925,1006500
True,False,1.0,0.0,19,56,1398,2,471,925,1024800
True,False,1.0,0.0,19,57,1398,2,471,925,1043100
True,False,1.0,0.0,19,58,1398,2,471,925,1061400
True,False,1.0,0.0,19,59,1398,2,471,925,1079700
True,False,1.0,0.0,19,60,1398,2,471,925,1098000
True,False,1.0,0.02,19,1,1246,0,422,824,18300
True,False,1.0,0.02,19,2,1552,1,542,1009,36600
True,False,1.0,0.02,19,3,1855,2,639,1214,54900
True,False,1.0,0.02,19,4,2188,2,741,1445,73200
True,False,1.0,0.02,19,5,2543,2,859,1682,91500
True,False,1.0,0.02,19,6,2906,3,964,1939,109800
True,False,1.0,0.02,19,7,3283,3,1075,2205,128100
True,False,1.0,0.02,19,8,3637,3,1191,2443,146400
True,False,1.0,0.02,19,9,4053,3,1329,2721,164700
True,False,1.0,0.02,19,10,4431,4,1447,2980,183000
True,False,1.0,0.02,19,11,4846,4,1567,3275,201300
True,False,1.0,0.02,19,12,5217,4,1696,3517,219600
True,False,1.0,0.02,19,13,5564,4,1805,3755,237900
True,False,1.0,0.02,19,14,5898,4,1926,3968,256200
True,False,1.0,0.02,19,15,6222,4,2040,4178,274500
True,False,1.0,0.02,19,16,6569,4,2143,4422,292800
True,False,1.0,0.02,19,17,6893,5,2254,4634,311100
True,False,1.0,0.02,19,18,7224,6,2371,4847,329400
True,False,1.0,0.02,19,19,7525,6,2475,5044,347700
True,False,1.0,0.02,19,20,7776,6,2573,5197,366000
True,False,1.0,0.02,19,21,8035,6,2665,5364,384300
True,False,1.0,0.02,19,22,8288,6,2747,5535,402600
True,False,1.0,0.02,19,23,8585,6,2837,5742,420900
True,False,1.0,0.02,19,24,8820,6,2905,5909,439200
True,False,1.0,0.02,19,25,9077,6,2996,6075,457500
True,False,1.0,0.02,19,26,9321,6,3061,6254,475800
True,False,1.0,0.02,19,27,9556,6,3146,6404,494100
True,False,1.0,0.02,19,28,9769,7,3224,6538,512400
True,False,1.0,0.02,19,29,9965,8,3293,6664,530700
True,False,1.0,0.02,19,30,10167,9,3354,6804,549000
True,False,1.0,0.02,19,31,10354,9,3418,6927,567300
True,False,1.0,0.02,19,32,10566,10,3496,7060,585600
True,False,1.0,0.02,19,33,10742,10,3554,7178,603900
True,False,1.0,0.02,19,34,10916,10,3612,7294,622200
True,False,1.0,0.02,19,35,11083,10,3671,7402,640500
True,False,1.0,0.02,19,36,11265,10,3737,7518,658800
True,False,1.0,0.02,19,37,11450,10,3798,7642,677100
True,False,1.0,0.02,19,38,11624,10,3857,7757,695400
True,False,1.0,0.02,19,39,11788,10,3915,7863,713700
True,False,1.0,0.02,19,40,11941,10,3958,7973,732000
True,False,1.0,0.02,19,41,12089,10,4002,8077,750300
True,False,1.0,0.02,19,42,12234,10,4054,8170,768600
True,False,1.0,0.02,19,43,12378,10,4104,8264,786900
True,False,1.0,0.02,19,44,12514,12,4147,8355,805200
True,False,1.0,0.02,19,45,12626,12,4182,8432,823500
True,False,1.0,0.02,19,46,12772,12,4231,8529,841800
True,False,1.0,0.02,19,47,12921,12,4280,8629,860100
True,False,1.0,0.02,19,48,13047,12,4333,8702,878400
True,False,1.0,0.02,19,49,13179,13,4367,8799,896700
True,False,1.0,0.02,19,50,13311,13,4420,8878,915000
True,False,1.0,0.02,19,51,13428,13,4453,8962,933300
True,False,1.0,0.02,19,52,13538,13,4493,9032,951600
True,False,1.0,0.02,19,53,13650,13,4532,9105,969900
True,False,1.0,0.02,19,54,13742,13,4562,9167,988200
True,False,1.0,0.02,19,55,13839,13,4597,9229,1006500
True,False,1.0,0.02,19,56,13944,13,4630,9301,1024800
True,False,1.0,0.02,19,57,14044,14,4658,9372,1043100
True,False,1.0,0.02,19,58,14129,14,4685,9430,1061400
True,False,1.0,0.02,19,59,14218,14,4715,9489,1079700
True,False,1.0,0.02,19,60,14310,14,4746,9550,1098000
False,True,0.1,0.0,19,1,945,0,325,620,18290
False,True,0.1,0.0,19,2,945,0,325,620,36580
False,True,0.1,0.0,19,3,945,0,325,620,54870
False,True,0.1,0.0,19,4,945,0,325,620,73160
False,True,0.1,0.0,19,5,998,0,345,653,91450
False,True,0.1,0.0,19,6,1063,0,365,698,109740
False,True,0.1,0.0,19,7,1124,0,385,739,128030
False,True,0.1,0.0,19,8,1178,0,408,770,146320
False,True,0.1,0.0,19,9,1239,0,432,807,164610
False,True,0.1,0.0,19,10,1290,0,453,837,182900
False,True,0.1,0.0,19,11,1336,0,467,869,201190
False,True,0.1,0.0,19,12,1339,0,468,871,219480
False,True,0.1,0.0,19,13,1347,0,469,878,237770
False,True,0.1,0.0,19,14,1354,0,471,883,256060
False,True,0.1,0.0,19,15,1360,0,471,889,274350
False,True,0.1,0.0,19,16,1368,0,473,895,292640
False,True,0.1,0.0,19,17,1381,0,477,904,310930
False,True,0.1,0.0,19,18,1383,0,478,905,329220
False,True,0.1,0.0,19,19,1383,0,478,905,347510
False,True,0.1,0.0,19,20,1386,0,480,906,365800
False,True,0.1,0.0,19,21,1388,0,482,906,384090
False,True,0.1,0.0,19,22,1390,0,483,907,402380
False,True,0.1,0.0,19,23,1390,0,483,907,420670
False,True,0.1,0.0,19,24,1390,0,483,907,438960
False,True,0.1,0.0,19,25,1390,0,483,907,457250
False,True,0.1,0.0,19,26,1390,0,483,907,475540
False,True,0.1,0.0,19,27,1390,0,483,907,493830
False,True,0.1,0.0,19,28,1390,0,483,907,512120
False,True,0.1,0.0,19,29,1390,0,483,907,530410
False,True,0.1,0.0,19,30,1390,0,483,907,548700
False,True,0.1,0.0,19,31,1390,0,483,907,566990
False,True,0.1,0.0,19,32,1390,0,483,907,585280
False,True,0.1,0.0,19,33,1390,0,483,907,603570
False,True,0.1,0.0,19,34,1390,0,483,907,621860
False,True,0.1,0.0,19,35,1390,0,483,907,640150
False,True,0.1,0.0,19,36,1390,0,483,907,658440
False,True,0.1,0.0,19,37,1390,0,483,907,676730
False,True,0.1,0.0,19,38,1390,0,483,907,695020
False,True,0.1,0.0,19,39,1390,0,483,907,713310
False,True,0.1,0.0,19,40,1390,0,483,907,731600
False,True,0.1,0.0,19,41,1390,0,483,907,749890
False,True,0.1,0.0,19,42,1390,0,483,907,768180
False,True,0.1,0.0,19,43,1390,0,483,907,786470
False,True,0.1,0.0,19,44,1390,0,483,907,804760
False,True,0.1,0.0,19,45,1390,0,483,907,823050
False,True,0.1,0.0,19,46,1390,0,483,907,841340
False,True,0.1,0.0,19,47,1390,0,483,907,859630
False,True,0.1,0.0,19,48,1390,0,483,907,877920
False,True,0.1,0.0,19,49,1390,0,483,907,896210
False,True,0.1,0.0,19,50,1390,0,483,907,914500
False,True,0.1,0.0,19,51,1390,0,483,907,932790
False,True,0.1,0.0,19,52,1390,0,483,907,951080
False,True,0.1,0.0,19,53,1390,0,483,907,969370
False,True,0.1,0.0,19,54,1390,0,483,907,987660
False,True,0.1,0.0,19,55,1390,0,483,907,1005950
False,True,0.1,0.0,19,56,1390,0,483,907,1024240
False,True,0.1,0.0,19,57,1390,0,483,907,1042530
False,True,0.1,0.0,19,58,1390,0,483,907,1060820
False,True,0.1,0.0,19,59,1390,0,483,907,1079110
False,True,0.1,0.0,19,60,1390,0,483,907,1097400
False,True,0.1,0.02,19,1,1212,1,416,795,18290
False,True,0.1,0.02,19,2,1552,1,545,1006,36580
False,True,0.1,0.02,19,3,1878,1,668,1209,54870
False,True,0.1,0.02,19,4,2214,1,790,1423,73160
False,True,0.1,0.02,19,5,2547,1,891,1655,91450
False,True,0.1,0.02,19,6,2902,1,1018,1883,109740
False,True,0.1,0.02,19,7,3297,1,1153,2143,128030
False,True,0.1,0.02,19,8,3681,1,1271,2409,146320
False,True,0.1,0.02,19,9,4077,2,1401,2674,164610
False,True,0.1,0.02,19,10,4478,2,1542,2934,182900
False,True,0.1,0.02,19,11,4913,3,1675,3235,201190
False,True,0.1,0.02,19,12,5255,3,1787,3465,219480
False,True,0.1,0.02,19,13,5637,3,1909,3725,237770
False,True,0.1,0.02,19,14,5982,3,2022,3957,256060
False,True,0.1,0.02,19,15,6315,3,2149,4163,274350
False,True,0.1,0.02,19,16,6617,3,2246,4368,292640
False,True,0.1,0.02,19,17,6936,4,2344,4588,310930
False,True,0.1,0.02,19,18,7245,5,2451,4789,329220
False,True,0.1,0.02,19,19,7556,5,2547,5004,347510
False,True,0.1,0.02,19,20,7836,5,2645,5186,365800
False,True,0.1,0.02,19,21,8078,6,2726,5346,384090
False,True,0.1,0.02,19,22,8371,8,2820,5543,402380
False,True,0.1,0.02,19,23,8648,8,2911,5729,420670
False,True,0.1,0.02,19,24,8898,8,2995,5895,438960
False,True,0.1,0.02,19,25,9163,8,3078,6077,457250
False,True,0.1,0.02,19,26,9392,9,3148,6235,475540
False,True,0.1,0.02,19,27,9624,10,3236,6378,493830
False,True,0.1,0.02,19,28,9854,10,3313,6531,512120
False,True,0.1,0.02,19,29,10048,10,3379,6659,530410
False,True,0.1,0.02,19,30,10259,10,3449,6800,548700
False,True,0.1,0.02,19,31,10461,11,3520,6930,566990
False,True,0.1,0.02,19,32,10649,12,3577,7060,585280
False,True,0.1,0.02,19,33,10831,14,3641,7176,603570
False,True,0.1,0.02,19,34,10982,14,3689,7279,621860
False,True,0.1,0.02,19,35,11155,14,3760,7381,640150
False,True,0.1,0.02,19,36,11351,14,3817,7520,658440
False,True,0.1,0.02,19,37,11549,16,3880,7653,676730
False,True,0.1,0.02,19,38,11701,16,3924,7761,695020
False,True,0.1,0.02,19,39,11844,16,3967,7861,713310
False,True,0.1,0.02,19,40,11974,17,4009,7948,731600
False,True,0.1,0.02,19,41,12128,17,4056,8055,749890
False,True,0.1,0.02,19,42,12290,17,4114,8159,768180
False,True,0.1,0.02,19,43,12423,17,4155,8251,786470
False,True,0.1,0.02,19,44,12574,17,4203,8354,804760
False,True,0.1,0.02,19,45,12710,17,4248,8445,823050
False,True,0.1,0.02,19,46,12848,17,4292,8539,841340
False,True,0.1,0.02,19,47,12973,17,4336,8620,859630
False,True,0.1,0.02,19,48,13092,17,4367,8708,877920
False,True,0.1,0.02,19,49,13204,17,4414,8773,896210
False,True,0.1,0.02,19,50,13320,17,4458,8845,914500
False,True,0.1,0.02,19,51,13423,17,4493,8913,932790
False,True,0.1,0.02,19,52,13539,17,4527,8995,951080
False,True,0.1,0.02,19,53,13638,17,4554,9067,969370
False,True,0.1,0.02,19,54,13742,17,4583,9142,987660
False,True,0.1,0.02,19,55,13850,17,4620,9213,1005950
False,True,0.1,0.02,19,56,13961,17,4653,9291,1024240
False,True,0.1,0.02,19,57,14057,18,4684,9355,1042530
False,True,0.1,0.02,19,58,14139,18,4718,9403,1060820
False,True,0.1,0.02,19,59,14222,18,4746,9458,1079110
False,True,0.1,0.02,19,60,14313,18,4776,9519,1097400
False,True,1.0,0.0,19,1,914,3,308,603,18290
False,True,1.0,0.0,19,2,914,3,308,603,36580
False,True,1.0,0.0,19,3,914,3,308,603,54870
False,True,1.0,0.0,19,4,914,3,308,603,73160
False,True,1.0,0.0,19,5,956,3,319,634,91450
False,True,1.0,0.0,19,6,1019,3,338,678,109740
False,True,1.0,0.0,19,7,1070,3,354,713,128030
False,True,1.0,0.0,19,8,1102,3,368,731,146320
False,True,1.0,0.0,19,9,1149,3,382,764,164610
False,True,1.0,0.0,19,10,1187,3,399,785,182900
False,True,1.0,0.0,19,11,1239,3,416,820,201190
False,True,1.0,0.0,19,12,1245,3,417,825,219480
False,True,1.0,0.0,19,13,1248,3,418,827,237770
False,True,1.0,0.0,19,14,1253,3,420,830,256060
False,True,1.0,0.0,19,15,1263,3,425,835,274350
False,True,1.0,0.0,19,16,1270,3,426,841,292640
False,True,1.0,0.0,19,17,1280,3,428,849,310930
False,True,1.0,0.0,19,18,1282,3,429,850,329220
False,True,1.0,0.0,19,19,1290,3,432,855,347510
False,True,1.0,0.0,19,20,1292,3,433,856,365800
False,True,1.0,0.0,19,21,1293,3,434,856,384090
False,True,1.0,0.0,19,22,1294,3,434,857,402380
False,True,1.0,0.0,19,23,1294,3,434,857,420670
False,True,1.0,0.0,19,24,1294,3,434,857,438960
False,True,1.0,0.0,19,25,1294,3,434,857,457250
False,True,1.0,0.0,19,26,1294,3,434,857,475540
False,True,1.0,0.0,19,27,1294,3,434,857,493830
False,True,1.0,0.0,19,28,1294,3,434,857,512120
False,True,1.0,0.0,19,29,1294,3,434,857,530410
False,True,1.0,0.0,19,30,1294,3,434,857,548700
False,True,1.0,0.0,19,31,1294,3,434,857,566990
False,True,1.0,0.0,19,32,1294,3,434,857,585280
False,True,1.0,0.0,19,33,1294,3,434,857,603570
False,True,1.0,0.0,19,34,1294,3,434,857,621860
False,True,1.0,0.0,19,35,1294,3,434,857,640150
False,True,1.0,0.0,19,36,1294,3,434,857,658440
False,True,1.0,0.0,19,37,1294,3,434,857,676730
False,True,1.0,0.0,19,38,1294,3,434,857,695020
False,True,1.0,0.0,19,39,1294,3,434,857,713310
False,True,1.0,0.0,19,40,1294,3,434,857,731600
False,True,1.0,0.0,19,41,1294,3,434,857,749890
False,True,1.0,0.0,19,42,1294,3,434,857,768180
False,True,1.0,0.0,19,43,1294,3,434,857,786470
False,True,1.0,0.0,19,44,1294,3,434,857,804760
False,True,1.0,0.0,19,45,1294,3,434,857,823050
False,True,1.0,0.0,19,46,1294,3,434,857,841340
False,True,1.0,0.0,19,47,1294,3,434,857,859630
False,True,1.0,0.0,19,48,1294,3,434,857,877920
False,True,1.0,0.0,19,49,1294,3,434,857,896210
False,True,1.0,0.0,19,50,1294,3,434,857,914500
False,True,1.0,0.0,19,51,1294,3,434,857,932790
False,True,1.0,0.0,19,52,1294,3,434,857,951080
False,True,1.0,0.0,19,53,1294,3,434,857,969370
False,True,1.0,0.0,19,54,1294,3,434,857,987660
False,True,1.0,0.0,19,55,1294,3,434,857,1005950
False,True,1.0,0.0,19,56,1294,3,434,857,1024240
False,True,1.0,0.0,19,57,1294,3,434,857,1042530
False,True,1.0,0.0,19,58,1294,3,434,857,1060820
False,True,1.0,0.0,19,59,1294,3,434,857,1079110
False,True,1.0,0.0,19,60,1294,3,434,857,1097400
False,True,1.0,0.02,19,1,1285,1,421,863,18290
False,True,1.0,0.02,19,2,1619,1,537,1081,36580
False,True,1.0,0.02,19,3,1971,1,656,1314,54870
False,True,1.0,0.02,19,4,2311,1,766,1544,73160
False,True,1.0,0.02,19,5,2673,1,875,1797,91450
False,True,1.0,0.02,19,6,3063,1,1014,2048,109740
False,True,1.0,0.02,19,7,3448,1,1128,2319,128030
False,True,1.0,0.02,19,8,3808,2,1240,2566,146320
False,True,1.0,0.02,19,9,4181,4,1362,2815,164610
False,True,1.0,0.02,19,10,4569,4,1482,3083,182900
False,True,1.0,0.02,19,11,4941,4,1615,3322,201190
False,True,1.0,0.02,19,12,5304,5,1739,3560,219480
False,True,1.0,0.02,19,13,5638,6,1858,3774,237770
False,True,1.0,0.02,19,14,5985,6,1981,3998,256060
False,True,1.0,0.02,19,15,6342,6,2097,4239,274350
False,True,1.0,0.02,19,16,6651,7,2197,4447,292640
False,True,1.0,0.02,19,17,6972,8,2314,4650,310930
False,True,1.0,0.02,19,18,7297,8,2408,4881,329220
False,True,1.0,0.02,19,19,7593,9,2506,5078,347510
False,True,1.0,0.02,19,20,7851,9,2592,5250,365800
False,True,1.0,0.02,19,21,8124,9,2667,5448,384090
False,True,1.0,0.02,19,22,8392,10,2760,5622,402380
False,True,1.0,0.02,19,23,8658,10,2859,5789,420670
False,True,1.0,0.02,19,24,8915,11,2937,5967,438960
False,True,1.0,0.02,19,25,9119,11,3005,6103,457250
False,True,1.0,0.02,19,26,9343,11,3086,6246,475540
False,True,1.0,0.02,19,27,9582,11,3165,6406,493830
False,True,1.0,0.02,19,28,9807,13,3248,6546,512120
False,True,1.0,0.02,19,29,10009,13,3318,6678,530410
False,True,1.0,0.02,19,30,10233,13,3395,6825,548700
False,True,1.0,0.02,19,31,10440,13,3467,6960,566990
False,True,1.0,0.02,19,32,10657,13,3541,7103,585280
False,True,1.0,0.02,19,33,10853,13,3607,7233,603570
False,True,1.0,0.02,19,34,11024,14,3669,7341,621860
False,True,1.0,0.02,19,35,11172,14,3710,7448,640150
False,True,1.0,0.02,19,36,11343,14,3763,7566,658440
False,True,1.0,0.02,19,37,11498,14,3824,7660,676730
False,True,1.0,0.02,19,38,11674,15,3886,7773,695020
False,True,1.0,0.02,19,39,11828,15,3934,7879,713310
False,True,1.0,0.02,19,40,12001,15,3999,7987,731600
False,True,1.0,0.02,19,41,12156,15,4044,8097,749890
False,True,1.0,0.02,19,42,12301,15,4098,8188,768180
False,True,1.0,0.02,19,43,12449,15,4161,8273,786470
False,True,1.0,0.02,19,44,12594,15,4215,8364,804760
False,True,1.0,0.02,19,45,12735,15,4265,8455,823050
False,True,1.0,0.02,19,46,12871,15,4314,8542,841340
False,True,1.0,0.02,19,47,12995,15,4349,8631,859630
False,True,1.0,0.02,19,48,13114,15,4396,8703,877920
False,True,1.0,0.02,19,49,13236,15,4437,8784,896210
False,True,1.0,0.02,19,50,13369,15,4482,8872,914500
False,True,1.0,0.02,19,51,13478,15,4526,8937,932790
False,True,1.0,0.02,19,52,13577,15,4561,9001,951080
False,True,1.0,0.02,19,53,13670,15,4592,9063,969370
False,True,1.0,0.02,19,54,13781,15,4633,9133,987660
False,True,1.0,0.02,19,55,13889,15,4670,9204,1005950
False,True,1.0,0.02,19,56,13990,15,4697,9278,1024240
False,True,1.0,0.02,19,57,14075,15,4728,9332,1042530
False,True,1.0,0.02,19,58,14150,16,4751,9383,1060820
False,True,1.0,0.02,19,59,14228,16,4776,9436,1079110
False,True,1.0,0.02,19,60,14304,16,4798,9490,1097400
False,False,0.1,0.0,19,1,856,2,276,578,18100
False,False,0.1,0.0,19,2,856,2,276,578,36200
False,False,0.1,0.0,19,3,856,2,276,578,54300
False,False,0.1,0.0,19,4,856,2,276,578,72400
False,False,0.1,0.0,19,5,914,2,296,616,90500
False,False,0.1,0.0,19,6,956,2,312,642,108600
False,False,0.1,0.0,19,7,1003,2,324,677,126700
False,False,0.1,0.0,19,8,1045,2,337,706,144800
False,False,0.1,0.0,19,9,1102,2,366,734,162900
False,False,0.1,0.0,19,10,1149,2,378,769,181000
False,False,0.1,0.0,19,11,1189,2,393,794,199100
False,False,0.1,0.0,19,12,1190,2,393,795,217200
False,False,0.1,0.0,19,13,1193,2,394,797,235300
False,False,0.1,0.0,19,14,1201,2,397,802,253400
False,False,0.1,0.0,19,15,1212,2,401,809,271500
False,False,0.1,0.0,19,16,1217,2,404,811,289600
False,False,0.1,0.0,19,17,1223,2,406,815,307700
False,False,0.1,0.0,19,18,1226,2,407,817,325800
False,False,0.1,0.0,19,19,1230,2,409,819,343900
False,False,0.1,0.0,19,20,1234,2,411,821,362000
False,False,0.1,0.0,19,21,1235,2,412,821,380100
False,False,0.1,0.0,19,22,1235,2,412,821,398200
False,False,0.1,0.0,19,23,1235,2,412,821,416300
False,False,0.1,0.0,19,24,1235,2,412,821,434400
False,False,0.1,0.0,19,25,1235,2,412,821,452500
False,False,0.1,0.0,19,26,1235,2,412,821,470600
False,False,0.1,0.0,19,27,1235,2,412,821,488700
False,False,0.1,0.0,19,28,1235,2,412,821,506800
False,False,0.1,0.0,19,29,1235,2,412,821,524900
False,False,0.1,0.0,19,30,1235,2,412,821,543000
False,False,0.1,0.0,19,31,1235,2,412,821,561100
False,False,0.1,0.0,19,32,1235,2,412,821,579200
False,False,0.1,0.0,19,33,1235,2,412,821,597300
False,False,0.1,0.0,19,34,1235,2,412,821,615400
False,False,0.1,0.0,19,35,1235,2,412,821,633500
False,False,0.1,0.0,19,36,1235,2,412,821,651600
False,False,0.1,0.0,19,37,1235,2,412,821,669700
False,False,0.1,0.0,19,38,1235,2,412,821,687800
False,False,0.1,0.0,19,39,1235,2,412,821,705900
False,False,0.1,0.0,19,40,1235,2,412,821,724000
False,False,0.1,0.0,19,41,1235,2,412,821,742100
False,False,0.1,0.0,19,42,1235,2,412,821,760200
False,False,0.1,0.0,19,43,1235,2,412,821,778300
False,False,0.1,0.0,19,44,1235,2,412,821,796400
False,False,0.1,0.0,19,45,1235,2,412,821,814500
False,False,0.1,0.0,19,46,1235,2,412,821,832600
False,False,0.1,0.0,19,47,1235,2,412,821,850700
False,False,0.1,0.0,19,48,1235,2,412,821,868800
False,False,0.1,0.0,19,49,1235,2,412,821,886900
False,False,0.1,0.0,19,50,1235,2,412,821,905000
False,False,0.1,0.0,19,51,1235,2,412,821,923100
False,False,0.1,0.0,19,52,1235,2,412,821,941200
False,False,0.1,0.0,19,53,1235,2,412,821,959300
False,False,0.1,0.0,19,54,1235,2,412,821,977400
False,False,0.1,0.0,19,55,1235,2,412,821,995500
False,False,0.1,0.0,19,56,1235,2,412,821,1013600
False,False,0.1,0.0,19,57,1235,2,412,821,1031700
False,False,0.1,0.0,19,58,1235,2,412,821,1049800
False,False,0.1,0.0,19,59,1235,2,412,821,1067900
False,False,0.1,0.0,19,60,1235,2,412,821,1086000
False,False,0.1,0.02,19,1,1215,1,424,790,18100
False,False,0.1,0.02,19,2,1580,1,560,1019,36200
False,False,0.1,0.02,19,3,1912,1,651,1260,54300
False,False,0.1,0.02,19,4,2247,2,750,1495,72400
False,False,0.1,0.02,19,5,2633,2,880,1751,90500
False,False,0.1,0.02,19,6,3035,2,1006,2027,108600
False,False,0.1,0.02,19,7,3425,2,1127,2296,126700
False,False,0.1,0.02,19,8,3827,3,1258,2566,144800
