home_visits,clinicians_meet_each_other,social_infectivity_multiple_if_symptomatic,p_external_infection_per_day,iteration,day,n_people_infected,n_clinicians_infected,n_patients_infected,n_family_infected,n_contacts
True,True,0.1,0.0,1,1,887,2,313,572,18490
True,True,0.1,0.0,1,2,887,2,313,572,36980
True,True,0.1,0.0,1,3,887,2,313,572,55470
True,True,0.1,0.0,1,4,887,2,313,572,73960
True,True,0.1,0.0,1,5,950,2,334,614,92450
True,True,0.1,0.0,1,6,1011,2,347,662,110940
True,True,0.1,0.0,1,7,1065,2,370,693,129430
True,True,0.1,0.0,1,8,1113,2,392,719,147920
True,True,0.1,0.0,1,9,1159,2,402,755,166410
True,True,0.1,0.0,1,10,1210,2,418,790,184900
True,True,0.1,0.0,1,11,1261,2,435,824,203390
True,True,0.1,0.0,1,12,1265,2,436,827,221880
True,True,0.1,0.0,1,13,1274,2,439,833,240370
True,True,0.1,0.0,1,14,1282,2,441,839,258860
True,True,0.1,0.0,1,15,1291,2,446,843,277350
True,True,0.1,0.0,1,16,1292,2,447,843,295840
True,True,0.1,0.0,1,17,1301,2,450,849,314330
True,True,0.1,0.0,1,18,1305,2,452,851,332820
True,True,0.1,0.0,1,19,1306,2,452,852,351310
True,True,0.1,0.0,1,20,1306,2,452,852,369800
True,True,0.1,0.0,1,21,1307,2,452,853,388290
True,True,0.1,0.0,1,22,1309,2,452,855,406780
True,True,0.1,0.0,1,23,1309,2,452,855,425270
True,True,0.1,0.0,1,24,1309,2,452,855,443760
True,True,0.1,0.0,1,25,1309,2,452,855,462250
True,True,0.1,0.0,1,26,1309,2,452,855,480740
True,True,0.1,0.0,1,27,1309,2,452,855,499230
True,True,0.1,0.0,1,28,1309,2,452,855,517720
True,True,0.1,0.0,1,29,1309,2,452,855,536210
True,True,0.1,0.0,1,30,1309,2,452,855,554700
True,True,0.1,0.0,1,31,1309,2,452,855,573190
True,True,0.1,0.0,1,32,1309,2,452,855,591680
True,True,0.1,0.0,1,33,1309,2,452,855,610170
True,True,0.1,0.0,1,34,1309,2,452,855,628660
True,True,0.1,0.0,1,35,1309,2,452,855,647150
True,True,0.1,0.0,1,36,1309,2,452,855,665640
True,True,0.1,0.0,1,37,1309,2,452,855,684130
True,True,0.1,0.0,1,38,1309,2,452,855,702620
True,True,0.1,0.0,1,39,1309,2,452,855,721110
True,True,0.1,0.0,1,40,1309,2,452,855,739600
True,True,0.1,0.0,1,41,1309,2,452,855,758090
True,True,0.1,0.0,1,42,1309,2,452,855,776580
True,True,0.1,0.0,1,43,1309,2,452,855,795070
True,True,0.1,0.0,1,44,1309,2,452,855,813560
True,True,0.1,0.0,1,45,1309,2,452,855,832050
True,True,0.1,0.0,1,46,1309,2,452,855,850540
True,True,0.1,0.0,1,47,1309,2,452,855,869030
True,True,0.1,0.0,1,48,1309,2,452,855,887520
True,True,0.1,0.0,1,49,1309,2,452,855,906010
True,True,0.1,0.0,1,50,1309,2,452,855,924500
True,True,0.1,0.0,1,51,1309,2,452,855,942990
True,True,0.1,0.0,1,52,1309,2,452,855,961480
True,True,0.1,0.0,1,53,1309,2,452,855,979970
True,True,0.1,0.0,1,54,1309,2,452,855,998460
True,True,0.1,0.0,1,55,1309,2,452,855,1016950
True,True,0.1,0.0,1,56,1309,2,452,855,1035440
True,True,0.1,0.0,1,57,1309,2,452,855,1053930
True,True,0.1,0.0,1,58,1309,2,452,855,1072420
True,True,0.1,0.0,1,59,1309,2,452,855,1090910
True,True,0.1,0.0,1,60,1309,2,452,855,1109400
True,True,0.1,0.02,1,1,1211,1,379,831,18490
True,True,0.1,0.02,1,2,1558,3,485,1070,36980
True,True,0.1,0.02,1,3,1892,4,598,1290,55470
True,True,0.1,0.02,1,4,2235,5,718,1512,73960
True,True,0.1,0.02,1,5,2601,7,846,1748,92450
True,True,0.1,0.02,1,6,2959,7,975,1977,110940
True,True,0.1,0.02,1,7,3343,7,1129,2207,129430
True,True,0.1,0.02,1,8,3753,9,1258,2486,147920
True,True,0.1,0.02,1,9,4178,10,1395,2773,166410
True,True,0.1,0.02,1,10,4564,10,1518,3036,184900
True,True,0.1,0.02,1,11,4938,11,1638,3289,203390
True,True,0.1,0.02,1,12,5290,11,1750,3529,221880
True,True,0.1,0.02,1,13,5681,13,1870,3798,240370
True,True,0.1,0.02,1,14,6075,13,2010,4052,258860
True,True,0.1,0.02,1,15,6445,13,2131,4301,277350
True,True,0.1,0.02,1,16,6755,13,2247,4495,295840
True,True,0.1,0.02,1,17,7074,14,2349,4711,314330
True,True,0.1,0.02,1,18,7383,14,2458,4911,332820
True,True,0.1,0.02,1,19,7655,15,2555,5085,351310
True,True,0.1,0.02,1,20,7941,16,2652,5273,369800
True,True,0.1,0.02,1,21,8207,16,2735,5456,388290
True,True,0.1,0.02,1,22,8469,16,2828,5625,406780
True,True,0.1,0.02,1,23,8749,16,2907,5826,425270
True,True,0.1,0.02,1,24,9006,16,2999,5991,443760
True,True,0.1,0.02,1,25,9240,16,3084,6140,462250
True,True,0.1,0.02,1,26,9465,17,3158,6290,480740
True,True,0.1,0.02,1,27,9681,17,3236,6428,499230
True,True,0.1,0.02,1,28,9903,17,3313,6573,517720
True,True,0.1,0.02,1,29,10113,17,3384,6712,536210
True,True,0.1,0.02,1,30,10349,17,3451,6881,554700
True,True,0.1,0.02,1,31,10539,17,3506,7016,573190
True,True,0.1,0.02,1,32,10734,17,3568,7149,591680
True,True,0.1,0.02,1,33,10909,18,3633,7258,610170
True,True,0.1,0.02,1,34,11097,18,3697,7382,628660
True,True,0.1,0.02,1,35,11254,18,3740,7496,647150
True,True,0.1,0.02,1,36,11396,18,3789,7589,665640
True,True,0.1,0.02,1,37,11582,18,3852,7712,684130
True,True,0.1,0.02,1,38,11766,18,3922,7826,702620
True,True,0.1,0.02,1,39,11919,18,3964,7937,721110
True,True,0.1,0.02,1,40,12061,18,4007,8036,739600
True,True,0.1,0.02,1,41,12213,19,4062,8132,758090
True,True,0.1,0.02,1,42,12359,19,4114,8226,776580
True,True,0.1,0.02,1,43,12492,19,4154,8319,795070
True,True,0.1,0.02,1,44,12641,19,4193,8429,813560
True,True,0.1,0.02,1,45,12770,19,4238,8513,832050
True,True,0.1,0.02,1,46,12898,19,4271,8608,850540
True,True,0.1,0.02,1,47,13020,19,4313,8688,869030
True,True,0.1,0.02,1,48,13145,19,4353,8773,887520
True,True,0.1,0.02,1,49,13259,19,4397,8843,906010
True,True,0.1,0.02,1,50,13366,19,4431,8916,924500
True,True,0.1,0.02,1,51,13474,19,4465,8990,942990
True,True,0.1,0.02,1,52,13560,19,4490,9051,961480
True,True,0.1,0.02,1,53,13661,19,4524,9118,979970
True,True,0.1,0.02,1,54,13742,19,4546,9177,998460
True,True,0.1,0.02,1,55,13839,19,4581,9239,1016950
True,True,0.1,0.02,1,56,13950,19,4623,9308,1035440
True,True,0.1,0.02,1,57,14050,19,4651,9380,1053930
True,True,0.1,0.02,1,58,14145,19,4683,9443,1072420
True,True,0.1,0.02,1,59,14232,19,4712,9501,1090910
True,True,0.1,0.02,1,60,14310,19,4745,9546,1109400
True,True,1.0,0.0,1,1,873,0,317,556,18490
True,True,1.0,0.0,1,2,873,0,317,556,36980
True,True,1.0,0.0,1,3,873,0,317,556,55470
True,True,1.0,0.0,1,4,873,0,317,556,73960
True,True,1.0,0.0,1,5,924,0,338,586,92450
True,True,1.0,0.0,1,6,977,0,359,618,110940
True,True,1.0,0.0,1,7,1023,0,374,649,129430
True,True,1.0,0.0,1,8,1064,0,385,679,147920
True,True,1.0,0.0,1,9,1110,0,395,715,166410
True,True,1.0,0.0,1,10,1157,0,411,746,184900
True,True,1.0,0.0,1,11,1212,0,425,787,203390
True,True,1.0,0.0,1,12,1218,0,428,790,221880
True,True,1.0,0.0,1,13,1222,0,428,794,240370
True,True,1.0,0.0,1,14,1225,0,429,796,258860
True,True,1.0,0.0,1,15,1228,0,429,799,277350
True,True,1.0,0.0,1,16,1233,0,431,802,295840
True,True,1.0,0.0,1,17,1243,0,436,807,314330
True,True,1.0,0.0,1,18,1247,0,438,809,332820
True,True,1.0,0.0,1,19,1248,0,439,809,351310
True,True,1.0,0.0,1,20,1253,0,441,812,369800
True,True,1.0,0.0,1,21,1256,0,442,814,388290
True,True,1.0,0.0,1,22,1257,0,442,815,406780
True,True,1.0,0.0,1,23,1257,0,442,815,425270
True,True,1.0,0.0,1,24,1257,0,442,815,443760
True,True,1.0,0.0,1,25,1257,0,442,815,462250
True,True,1.0,0.0,1,26,1257,0,442,815,480740
True,True,1.0,0.0,1,27,1257,0,442,815,499230
True,True,1.0,0.0,1,28,1257,0,442,815,517720
True,True,1.0,0.0,1,29,1257,0,442,815,536210
True,True,1.0,0.0,1,30,1257,0,442,815,554700
True,True,1.0,0.0,1,31,1257,0,442,815,573190
True,True,1.0,0.0,1,32,1257,0,442,815,591680
True,True,1.0,0.0,1,33,1257,0,442,815,610170
True,True,1.0,0.0,1,34,1257,0,442,815,628660
True,True,1.0,0.0,1,35,1257,0,442,815,647150
True,True,1.0,0.0,1,36,1257,0,442,815,665640
True,True,1.0,0.0,1,37,1257,0,442,815,684130
True,True,1.0,0.0,1,38,1257,0,442,815,702620
True,True,1.0,0.0,1,39,1257,0,442,815,721110
True,True,1.0,0.0,1,40,1257,0,442,815,739600
True,True,1.0,0.0,1,41,1257,0,442,815,758090
True,True,1.0,0.0,1,42,1257,0,442,815,776580
True,True,1.0,0.0,1,43,1257,0,442,815,795070
True,True,1.0,0.0,1,44,1257,0,442,815,813560
True,True,1.0,0.0,1,45,1257,0,442,815,832050
True,True,1.0,0.0,1,46,1257,0,442,815,850540
True,True,1.0,0.0,1,47,1257,0,442,815,869030
True,True,1.0,0.0,1,48,1257,0,442,815,887520
True,True,1.0,0.0,1,49,1257,0,442,815,906010
True,True,1.0,0.0,1,50,1257,0,442,815,924500
True,True,1.0,0.0,1,51,1257,0,442,815,942990
True,True,1.0,0.0,1,52,1257,0,442,815,961480
True,True,1.0,0.0,1,53,1257,0,442,815,979970
True,True,1.0,0.0,1,54,1257,0,442,815,998460
True,True,1.0,0.0,1,55,1257,0,442,815,1016950
True,True,1.0,0.0,1,56,1257,0,442,815,1035440
True,True,1.0,0.0,1,57,1257,0,442,815,1053930
True,True,1.0,0.0,1,58,1257,0,442,815,1072420
True,True,1.0,0.0,1,59,1257,0,442,815,1090910
True,True,1.0,0.0,1,60,1257,0,442,815,1109400
True,True,1.0,0.02,1,1,1279,0,430,849,18490
True,True,1.0,0.02,1,2,1599,1,523,1075,36980
True,True,1.0,0.02,1,3,1924,1,618,1305,55470
True,True,1.0,0.02,1,4,2243,1,732,1510,73960
True,True,1.0,0.02,1,5,2635,1,863,1771,92450
True,True,1.0,0.02,1,6,3012,2,989,2021,110940
True,True,1.0,0.02,1,7,3397,2,1118,2277,129430
True,True,1.0,0.02,1,8,3796,2,1243,2551,147920
True,True,1.0,0.02,1,9,4197,2,1355,2840,166410
True,True,1.0,0.02,1,10,4605,2,1486,3117,184900
True,True,1.0,0.02,1,11,5009,2,1615,3392,203390
True,True,1.0,0.02,1,12,5371,2,1745,3624,221880
True,True,1.0,0.02,1,13,5737,2,1858,3877,240370
True,True,1.0,0.02,1,14,6090,2,1973,4115,258860
True,True,1.0,0.02,1,15,6425,2,2088,4335,277350
True,True,1.0,0.02,1,16,6761,4,2204,4553,295840
True,True,1.0,0.02,1,17,7081,5,2313,4763,314330
True,True,1.0,0.02,1,18,7400,5,2427,4968,332820
True,True,1.0,0.02,1,19,7716,5,2544,5167,351310
True,True,1.0,0.02,1,20,8000,6,2639,5355,369800
True,True,1.0,0.02,1,21,8278,9,2734,5535,388290
True,True,1.0,0.02,1,22,8523,9,2815,5699,406780
True,True,1.0,0.02,1,23,8770,9,2907,5854,425270
True,True,1.0,0.02,1,24,8994,9,2985,6000,443760
True,True,1.0,0.02,1,25,9222,10,3073,6139,462250
True,True,1.0,0.02,1,26,9468,11,3162,6295,480740
True,True,1.0,0.02,1,27,9709,12,3241,6456,499230
True,True,1.0,0.02,1,28,9910,12,3308,6590,517720
True,True,1.0,0.02,1,29,10115,12,3381,6722,536210
True,True,1.0,0.02,1,30,10328,12,3455,6861,554700
True,True,1.0,0.02,1,31,10544,13,3526,7005,573190
True,True,1.0,0.02,1,32,10734,13,3580,7141,591680
True,True,1.0,0.02,1,33,10923,13,3639,7271,610170
True,True,1.0,0.02,1,34,11065,13,3689,7363,628660
True,True,1.0,0.02,1,35,11235,13,3739,7483,647150
True,True,1.0,0.02,1,36,11413,14,3784,7615,665640
True,True,1.0,0.02,1,37,11575,14,3838,7723,684130
True,True,1.0,0.02,1,38,11728,14,3885,7829,702620
True,True,1.0,0.02,1,39,11874,14,3938,7922,721110
True,True,1.0,0.02,1,40,12016,15,3984,8017,739600
True,True,1.0,0.02,1,41,12155,15,4031,8109,758090
True,True,1.0,0.02,1,42,12289,15,4088,8186,776580
True,True,1.0,0.02,1,43,12447,15,4136,8296,795070
True,True,1.0,0.02,1,44,12581,15,4176,8390,813560
True,True,1.0,0.02,1,45,12718,15,4219,8484,832050
True,True,1.0,0.02,1,46,12845,15,4262,8568,850540
True,True,1.0,0.02,1,47,12970,15,4298,8657,869030
True,True,1.0,0.02,1,48,13103,15,4345,8743,887520
True,True,1.0,0.02,1,49,13222,15,4385,8822,906010
True,True,1.0,0.02,1,50,13333,15,4423,8895,924500
True,True,1.0,0.02,1,51,13443,15,4459,8969,942990
True,True,1.0,0.02,1,52,13552,15,4493,9044,961480
True,True,1.0,0.02,1,53,13671,15,4535,9121,979970
True,True,1.0,0.02,1,54,13758,15,4565,9178,998460
True,True,1.0,0.02,1,55,13852,16,4598,9238,1016950
True,True,1.0,0.02,1,56,13933,16,4624,9293,1035440
True,True,1.0,0.02,1,57,14019,16,4655,9348,1053930
True,True,1.0,0.02,1,58,14113,16,4692,9405,1072420
True,True,1.0,0.02,1,59,14195,16,4716,9463,1090910
True,True,1.0,0.02,1,60,14271,16,4746,9509,1109400
True,False,0.1,0.0,1,1,903,3,299,601,18300
True,False,0.1,0.0,1,2,903,3,299,601,36600
True,False,0.1,0.0,1,3,903,3,299,601,54900
True,False,0.1,0.0,1,4,903,3,299,601,73200
True,False,0.1,0.0,1,5,954,3,318,633,91500
True,False,0.1,0.0,1,6,1005,3,336,666,109800
True,False,0.1,0.0,1,7,1041,3,350,688,128100
True,False,0.1,0.0,1,8,1097,3,374,720,146400
True,False,0.1,0.0,1,9,1137,3,386,748,164700
True,False,0.1,0.0,1,10,1182,3,402,777,183000
True,False,0.1,0.0,1,11,1239,3,427,809,201300
True,False,0.1,0.0,1,12,1244,3,427,814,219600
True,False,0.1,0.0,1,13,1248,3,427,818,237900
True,False,0.1,0.0,1,14,1253,3,429,821,256200
True,False,0.1,0.0,1,15,1262,3,431,828,274500
True,False,0.1,0.0,1,16,1271,3,436,832,292800
True,False,0.1,0.0,1,17,1282,4,438,840,311100
True,False,0.1,0.0,1,18,1288,4,440,844,329400
True,False,0.1,0.0,1,19,1293,4,440,849,347700
True,False,0.1,0.0,1,20,1298,4,442,852,366000
True,False,0.1,0.0,1,21,1301,4,444,853,384300
True,False,0.1,0.0,1,22,1301,4,444,853,402600
True,False,0.1,0.0,1,23,1301,4,444,853,420900
True,False,0.1,0.0,1,24,1301,4,444,853,439200
True,False,0.1,0.0,1,25,1301,4,444,853,457500
True,False,0.1,0.0,1,26,1301,4,444,853,475800
True,False,0.1,0.0,1,27,1301,4,444,853,494100
True,False,0.1,0.0,1,28,1301,4,444,853,512400
True,False,0.1,0.0,1,29,1301,4,444,853,530700
True,False,0.1,0.0,1,30,1301,4,444,853,549000
True,False,0.1,0.0,1,31,1301,4,444,853,567300
True,False,0.1,0.0,1,32,1301,4,444,853,585600
True,False,0.1,0.0,1,33,1301,4,444,853,603900
True,False,0.1,0.0,1,34,1301,4,444,853,622200
True,False,0.1,0.0,1,35,1301,4,444,853,640500
True,False,0.1,0.0,1,36,1301,4,444,853,658800
True,False,0.1,0.0,1,37,1301,4,444,853,677100
True,False,0.1,0.0,1,38,1301,4,444,853,695400
True,False,0.1,0.0,1,39,1301,4,444,853,713700
True,False,0.1,0.0,1,40,1301,4,444,853,732000
True,False,0.1,0.0,1,41,1301,4,444,853,750300
True,False,0.1,0.0,1,42,1301,4,444,853,768600
True,False,0.1,0.0,1,43,1301,4,444,853,786900
True,False,0.1,0.0,1,44,1301,4,444,853,805200
True,False,0.1,0.0,1,45,1301,4,444,853,823500
True,False,0.1,0.0,1,46,1301,4,444,853,841800
True,False,0.1,0.0,1,47,1301,4,444,853,860100
True,False,0.1,0.0,1,48,1301,4,444,853,878400
True,False,0.1,0.0,1,49,1301,4,444,853,896700
True,False,0.1,0.0,1,50,1301,4,444,853,915000
True,False,0.1,0.0,1,51,1301,4,444,853,933300
True,False,0.1,0.0,1,52,1301,4,444,853,951600
True,False,0.1,0.0,1,53,1301,4,444,853,969900
True,False,0.1,0.0,1,54,1301,4,444,853,988200
True,False,0.1,0.0,1,55,1301,4,444,853,1006500
True,False,0.1,0.0,1,56,1301,4,444,853,1024800
True,False,0.1,0.0,1,57,1301,4,444,853,1043100
True,False,0.1,0.0,1,58,1301,4,444,853,1061400
True,False,0.1,0.0,1,59,1301,4,444,853,1079700
True,False,0.1,0.0,1,60,1301,4,444,853,1098000
True,False,0.1,0.02,1,1,1263,2,393,868,18300
True,False,0.1,0.02,1,2,1576,2,499,1075,36600
True,False,0.1,0.02,1,3,1936,3,628,1305,54900
True,False,0.1,0.02,1,4,2258,3,735,1520,73200
True,False,0.1,0.02,1,5,2605,3,849,1753,91500
True,False,0.1,0.02,1,6,2960,4,959,1997,109800
True,False,0.1,0.02,1,7,3319,4,1084,2231,128100
True,False,0.1,0.02,1,8,3730,6,1235,2489,146400
True,False,0.1,0.02,1,9,4121,7,1378,2736,164700
True,False,0.1,0.02,1,10,4503,7,1522,2974,183000
True,False,0.1,0.02,1,11,4890,7,1648,3235,201300
True,False,0.1,0.02,1,12,5228,7,1771,3450,219600
True,False,0.1,0.02,1,13,5565,7,1884,3674,237900
True,False,0.1,0.02,1,14,5941,10,2000,3931,256200
True,False,0.1,0.02,1,15,6275,11,2110,4154,274500
True,False,0.1,0.02,1,16,6588,11,2219,4358,292800
True,False,0.1,0.02,1,17,6868,12,2317,4539,311100
True,False,0.1,0.02,1,18,7185,12,2428,4745,329400
True,False,0.1,0.02,1,19,7509,12,2545,4952,347700
True,False,0.1,0.02,1,20,7792,12,2631,5149,366000
True,False,0.1,0.02,1,21,8077,12,2715,5350,384300
True,False,0.1,0.02,1,22,8336,12,2806,5518,402600
True,False,0.1,0.02,1,23,8602,13,2899,5690,420900
True,False,0.1,0.02,1,24,8842,13,2973,5856,439200
True,False,0.1,0.02,1,25,9093,13,3064,6016,457500
True,False,0.1,0.02,1,26,9313,13,3135,6165,475800
True,False,0.1,0.02,1,27,9549,13,3208,6328,494100
True,False,0.1,0.02,1,28,9769,13,3279,6477,512400
True,False,0.1,0.02,1,29,9996,13,3352,6631,530700
True,False,0.1,0.02,1,30,10226,13,3429,6784,549000
True,False,0.1,0.02,1,31,10436,13,3491,6932,567300
True,False,0.1,0.02,1,32,10640,13,3560,7067,585600
True,False,0.1,0.02,1,33,10851,13,3638,7200,603900
True,False,0.1,0.02,1,34,11027,13,3695,7319,622200
True,False,0.1,0.02,1,35,11235,13,3762,7460,640500
True,False,0.1,0.02,1,36,11421,13,3825,7583,658800
True,False,0.1,0.02,1,37,11601,13,3889,7699,677100
True,False,0.1,0.02,1,38,11761,13,3938,7810,695400
True,False,0.1,0.02,1,39,11954,14,4005,7935,713700
True,False,0.1,0.02,1,40,12124,14,4058,8052,732000
True,False,0.1,0.02,1,41,12268,14,4110,8144,750300
True,False,0.1,0.02,1,42,12418,14,4154,8250,768600
True,False,0.1,0.02,1,43,12571,14,4196,8361,786900
True,False,0.1,0.02,1,44,12711,14,4242,8455,805200
True,False,0.1,0.02,1,45,12851,14,4290,8547,823500
True,False,0.1,0.02,1,46,12999,14,4337,8648,841800
True,False,0.1,0.02,1,47,13124,14,4371,8739,860100
True,False,0.1,0.02,1,48,13244,14,4418,8812,878400
True,False,0.1,0.02,1,49,13368,14,4461,8893,896700
True,False,0.1,0.02,1,50,13498,14,4500,8984,915000
True,False,0.1,0.02,1,51,13626,14,4534,9078,933300
True,False,0.1,0.02,1,52,13719,14,4573,9132,951600
True,False,0.1,0.02,1,53,13851,14,4625,9212,969900
True,False,0.1,0.02,1,54,13950,14,4662,9274,988200
True,False,0.1,0.02,1,55,14046,14,4688,9344,1006500
True,False,0.1,0.02,1,56,14141,14,4715,9412,1024800
True,False,0.1,0.02,1,57,14239,14,4746,9479,1043100
True,False,0.1,0.02,1,58,14318,14,4775,9529,1061400
True,False,0.1,0.02,1,59,14398,15,4799,9584,1079700
True,False,0.1,0.02,1,60,14473,15,4823,9635,1098000
True,False,1.0,0.0,1,1,854,1,279,574,18300
True,False,1.0,0.0,1,2,854,1,279,574,36600
True,False,1.0,0.0,1,3,854,1,279,574,54900
True,False,1.0,0.0,1,4,854,1,279,574,73200
True,False,1.0,0.0,1,5,911,2,294,615,91500
True,False,1.0,0.0,1,6,973,2,316,655,109800
True,False,1.0,0.0,1,7,1013,2,334,677,128100
True,False,1.0,0.0,1,8,1053,2,349,702,146400
True,False,1.0,0.0,1,9,1096,2,366,728,164700
True,False,1.0,0.0,1,10,1142,2,380,760,183000
True,False,1.0,0.0,1,11,1205,2,404,799,201300
True,False,1.0,0.0,1,12,1206,2,405,799,219600
True,False,1.0,0.0,1,13,1211,2,409,800,237900
True,False,1.0,0.0,1,14,1216,2,410,804,256200
True,False,1.0,0.0,1,15,1226,2,413,811,274500
True,False,1.0,0.0,1,16,1232,2,415,815,292800
True,False,1.0,0.0,1,17,1235,2,416,817,311100
True,False,1.0,0.0,1,18,1242,2,419,821,329400
True,False,1.0,0.0,1,19,1248,2,420,826,347700
True,False,1.0,0.0,1,20,1251,2,422,827,366000
True,False,1.0,0.0,1,21,1252,2,422,828,384300
True,False,1.0,0.0,1,22,1252,2,422,828,402600
True,False,1.0,0.0,1,23,1252,2,422,828,420900
True,False,1.0,0.0,1,24,1252,2,422,828,439200
True,False,1.0,0.0,1,25,1252,2,422,828,457500
True,False,1.0,0.0,1,26,1252,2,422,828,475800
True,False,1.0,0.0,1,27,1252,2,422,828,494100
True,False,1.0,0.0,1,28,1252,2,422,828,512400
True,False,1.0,0.0,1,29,1252,2,422,828,530700
True,False,1.0,0.0,1,30,1252,2,422,828,549000
True,False,1.0,0.0,1,31,1252,2,422,828,567300
True,False,1.0,0.0,1,32,1252,2,422,828,585600
True,False,1.0,0.0,1,33,1252,2,422,828,603900
True,False,1.0,0.0,1,34,1252,2,422,828,622200
True,False,1.0,0.0,1,35,1252,2,422,828,640500
True,False,1.0,0.0,1,36,1252,2,422,828,658800
True,False,1.0,0.0,1,37,1252,2,422,828,677100
True,False,1.0,0.0,1,38,1252,2,422,828,695400
True,False,1.0,0.0,1,39,1252,2,422,828,713700
True,False,1.0,0.0,1,40,1252,2,422,828,732000
True,False,1.0,0.0,1,41,1252,2,422,828,750300
True,False,1.0,0.0,1,42,1252,2,422,828,768600
True,False,1.0,0.0,1,43,1252,2,422,828,786900
True,False,1.0,0.0,1,44,1252,2,422,828,805200
True,False,1.0,0.0,1,45,1252,2,422,828,823500
True,False,1.0,0.0,1,46,1252,2,422,828,841800
True,False,1.0,0.0,1,47,1252,2,422,828,860100
True,False,1.0,0.0,1,48,1252,2,422,828,878400
True,False,1.0,0.0,1,49,1252,2,422,828,896700
True,False,1.0,0.0,1,50,1252,2,422,828,915000
True,False,1.0,0.0,1,51,1252,2,422,828,933300
True,False,1.0,0.0,1,52,1252,2,422,828,951600
True,False,1.0,0.0,1,53,1252,2,422,828,969900
True,False,1.0,0.0,1,54,1252,2,422,828,988200
True,False,1.0,0.0,1,55,1252,2,422,828,1006500
True,False,1.0,0.0,1,56,1252,2,422,828,1024800
True,False,1.0,0.0,1,57,1252,2,422,828,1043100
True,False,1.0,0.0,1,58,1252,2,422,828,1061400
True,False,1.0,0.0,1,59,1252,2,422,828,1079700
True,False,1.0,0.0,1,60,1252,2,422,828,1098000
True,False,1.0,0.02,1,1,1182,2,435,745,18300
True,False,1.0,0.02,1,2,1519,2,543,974,36600
True,False,1.0,0.02,1,3,1846,2,649,1195,54900
True,False,1.0,0.02,1,4,2189,2,771,1416,73200
True,False,1.0,0.02,1,5,2549,2,879,1668,91500
True,False,1.0,0.02,1,6,2942,4,1005,1933,109800
True,False,1.0,0.02,1,7,3318,4,1137,2177,128100
True,False,1.0,0.02,1,8,3729,5,1269,2455,146400
True,False,1.0,0.02,1,9,4093,5,1402,2686,164700
True,False,1.0,0.02,1,10,4485,6,1519,2960,183000
True,False,1.0,0.02,1,11,4904,6,1666,3232,201300
True,False,1.0,0.02,1,12,5269,6,1788,3475,219600
True,False,1.0,0.02,1,13,5635,7,1907,3721,237900
True,False,1.0,0.02,1,14,5987,8,2017,3962,256200
True,False,1.0,0.02,1,15,6323,8,2126,4189,274500
True,False,1.0,0.02,1,16,6643,8,2229,4406,292800
True,False,1.0,0.02,1,17,6977,8,2333,4636,311100
True,False,1.0,0.02,1,18,7286,9,2427,4850,329400
True,False,1.0,0.02,1,19,7566,9,2527,5030,347700
True,False,1.0,0.02,1,20,7887,9,2632,5246,366000
True,False,1.0,0.02,1,21,8170,9,2726,5435,384300
True,False,1.0,0.02,1,22,8419,9,2811,5599,402600
True,False,1.0,0.02,1,23,8686,10,2894,5782,420900
True,False,1.0,0.02,1,24,8929,10,2981,5938,439200
True,False,1.0,0.02,1,25,9179,10,3068,6101,457500
True,False,1.0,0.02,1,26,9414,10,3144,6260,475800
True,False,1.0,0.02,1,27,9636,10,3214,6412,494100
True,False,1.0,0.02,1,28,9842,10,3283,6549,512400
True,False,1.0,0.02,1,29,10036,12,3342,6682,530700
True,False,1.0,0.02,1,30,10242,12,3403,6827,549000
True,False,1.0,0.02,1,31,10464,12,3472,6980,567300
True,False,1.0,0.02,1,32,10657,12,3544,7101,585600
True,False,1.0,0.02,1,33,10841,12,3610,7219,603900
True,False,1.0,0.02,1,34,11005,12,3667,7326,622200
True,False,1.0,0.02,1,35,11169,12,3713,7444,640500
True,False,1.0,0.02,1,36,11350,13,3781,7556,658800
True,False,1.0,0.02,1,37,11524,14,3838,7672,677100
True,False,1.0,0.02,1,38,11674,14,3881,7779,695400
True,False,1.0,0.02,1,39,11822,14,3923,7885,713700
True,False,1.0,0.02,1,40,11944,14,3968,7962,732000
True,False,1.0,0.02,1,41,12080,14,4000,8066,750300
True,False,1.0,0.02,1,42,12228,14,4049,8165,768600
True,False,1.0,0.02,1,43,12376,14,4098,8264,786900
True,False,1.0,0.02,1,44,12512,14,4147,8351,805200
True,False,1.0,0.02,1,45,12658,14,4202,8442,823500
True,False,1.0,0.02,1,46,12784,14,4241,8529,841800
True,False,1.0,0.02,1,47,12911,15,4289,8607,860100
True,False,1.0,0.02,1,48,13043,15,4326,8702,878400
True,False,1.0,0.02,1,49,13161,15,4353,8793,896700
True,False,1.0,0.02,1,50,13295,15,4403,8877,915000
True,False,1.0,0.02,1,51,13402,15,4444,8943,933300
True,False,1.0,0.02,1,52,13505,15,4476,9014,951600
True,False,1.0,0.02,1,53,13607,15,4513,9079,969900
True,False,1.0,0.02,1,54,13691,15,4541,9135,988200
True,False,1.0,0.02,1,55,13799,15,4580,9204,1006500
True,False,1.0,0.02,1,56,13909,15,4623,9271,1024800
True,False,1.0,0.02,1,57,14020,15,4660,9345,1043100
True,False,1.0,0.02,1,58,14123,15,4691,9417,1061400
True,False,1.0,0.02,1,59,14226,15,4726,9485,1079700
