home_visits,clinicians_meet_each_other,social_infectivity_multiple_if_symptomatic,p_external_infection_per_day,iteration,n_patients,n_patients_infected,n_clinicians,n_clinicians_infected,n_family,n_family_infected,n_people,n_people_infected,n_contacts
True,False,0.1,0.02,40,6000,4816,20,14,12000,9529,18020,14359,1098000
True,False,1.0,0.0,40,6000,447,20,0,12000,905,18020,1352,1098000
True,False,1.0,0.02,40,6000,4770,20,17,12000,9472,18020,14259,1098000
False,True,0.1,0.0,40,6000,417,20,0,12000,865,18020,1282,1097400
False,True,0.1,0.02,40,6000,4788,20,16,12000,9484,18020,14288,1097400
False,True,1.0,0.0,40,6000,445,20,0,12000,805,18020,1250,1097400
False,True,1.0,0.02,40,6000,4699,20,18,12000,9580,18020,14297,1097400
False,False,0.1,0.0,40,6000,460,20,0,12000,907,18020,1367,1086000
False,False,0.1,0.02,40,6000,4780,20,17,12000,9475,18020,14272,1086000
False,False,1.0,0.0,40,6000,456,20,1,12000,875,18020,1332,1086000
False,False,1.0,0.02,40,6000,4800,20,13,12000,9573,18020,14386,1086000
True,True,0.1,0.0,41,6000,450,20,9,12000,897,18020,1356,1109400
True,True,0.1,0.02,41,6000,4780,20,18,12000,9588,18020,14386,1109400
True,True,1.0,0.0,41,6000,434,20,4,12000,850,18020,1288,1109400
True,True,1.0,0.02,41,6000,4853,20,17,12000,9581,18020,14451,1109400
True,False,0.1,0.0,41,6000,430,20,1,12000,896,18020,1327,1098000
True,False,0.1,0.02,41,6000,4695,20,16,12000,9574,18020,14285,1098000
True,False,1.0,0.0,41,6000,427,20,0,12000,900,18020,1327,1098000
True,False,1.0,0.02,41,6000,4797,20,13,12000,9611,18020,14421,1098000
False,True,0.1,0.0,41,6000,457,20,4,12000,904,18020,1365,1097400
False,True,0.1,0.02,41,6000,4773,20,15,12000,9531,18020,14319,1097400
False,True,1.0,0.0,41,6000,417,20,1,12000,821,18020,1239,1097400
False,True,1.0,0.02,41,6000,4756,20,19,12000,9522,18020,14297,1097400
False,False,0.1,0.0,41,6000,427,20,1,12000,845,18020,1273,1086000
False,False,0.1,0.02,41,6000,4803,20,14,12000,9495,18020,14312,1086000
False,False,1.0,0.0,41,6000,449,20,0,12000,855,18020,1304,1086000
False,False,1.0,0.02,41,6000,4749,20,13,12000,9554,18020,14316,1086000
True,True,0.1,0.0,42,6000,424,20,6,12000,898,18020,1328,1109400
True,True,0.1,0.02,42,6000,4752,20,16,12000,9554,18020,14322,1109400
True,True,1.0,0.0,42,6000,464,20,1,12000,864,18020,1329,1109400
True,True,1.0,0.02,42,6000,4743,20,18,12000,9520,18020,14281,1109400
True,False,0.1,0.0,42,6000,411,20,2,12000,872,18020,1285,1098000
True,False,0.1,0.02,42,6000,4822,20,16,12000,9571,18020,14409,1098000
True,False,1.0,0.0,42,6000,464,20,1,12000,942,18020,1407,1098000
True,False,1.0,0.02,42,6000,4746,20,16,12000,9488,18020,14250,1098000
False,True,0.1,0.0,42,6000,467,20,3,12000,874,18020,1344,1097400
False,True,0.1,0.02,42,6000,4774,20,16,12000,9519,18020,14309,1097400
False,True,1.0,0.0,42,6000,434,20,4,12000,863,18020,1301,1097400
False,True,1.0,0.02,42,6000,4772,20,17,12000,9560,18020,14349,1097400
False,False,0.1,0.0,42,6000,419,20,2,12000,848,18020,1269,1086000
False,False,0.1,0.02,42,6000,4742,20,13,12000,9571,18020,14326,1086000
False,False,1.0,0.0,42,6000,461,20,0,12000,919,18020,1380,1086000
False,False,1.0,0.02,42,6000,4858,20,12,12000,9614,18020,14484,1086000
True,True,0.1,0.0,43,6000,477,20,2,12000,961,18020,1440,1109400
True,True,0.1,0.02,43,6000,4760,20,20,12000,9571,18020,14351,1109400
True,True,1.0,0.0,43,6000,469,20,9,12000,872,18020,1350,1109400
True,True,1.0,0.02,43,6000,4840,20,20,12000,9672,18020,14532,1109400
True,False,0.1,0.0,43,6000,424,20,0,12000,833,18020,1257,1098000
True,False,0.1,0.02,43,6000,4769,20,16,12000,9580,18020,14365,1098000
True,False,1.0,0.0,43,6000,450,20,2,12000,868,18020,1320,1098000
True,False,1.0,0.02,43,6000,4728,20,18,12000,9629,18020,14375,1098000
False,True,0.1,0.0,43,6000,475,20,0,12000,898,18020,1373,1097400
False,True,0.1,0.02,43,6000,4790,20,15,12000,9571,18020,14376,1097400
False,True,1.0,0.0,43,6000,436,20,0,12000,925,18020,1361,1097400
False,True,1.0,0.02,43,6000,4780,20,18,12000,9519,18020,14317,1097400
False,False,0.1,0.0,43,6000,455,20,1,12000,893,18020,1349,1086000
False,False,0.1,0.02,43,6000,4784,20,13,12000,9594,18020,14391,1086000
False,False,1.0,0.0,43,6000,439,20,0,12000,894,18020,1333,1086000
False,False,1.0,0.02,43,6000,4781,20,14,12000,9557,18020,14352,1086000
True,True,0.1,0.0,44,6000,439,20,6,12000,855,18020,1300,1109400
True,True,0.1,0.02,44,6000,4774,20,19,12000,9516,18020,14309,1109400
True,True,1.0,0.0,44,6000,461,20,3,12000,911,18020,1375,1109400
True,True,1.0,0.02,44,6000,4747,20,18,12000,9552,18020,14317,1109400
True,False,0.1,0.0,44,6000,450,20,2,12000,901,18020,1353,1098000
True,False,0.1,0.02,44,6000,4781,20,15,12000,9433,18020,14229,1098000
True,False,1.0,0.0,44,6000,447,20,0,12000,883,18020,1330,1098000
True,False,1.0,0.02,44,6000,4816,20,16,12000,9609,18020,14441,1098000
False,True,0.1,0.0,44,6000,441,20,1,12000,878,18020,1320,1097400
False,True,0.1,0.02,44,6000,4765,20,15,12000,9513,18020,14293,1097400
False,True,1.0,0.0,44,6000,429,20,1,12000,874,18020,1304,1097400
False,True,1.0,0.02,44,6000,4734,20,17,12000,9534,18020,14285,1097400
False,False,0.1,0.0,44,6000,432,20,0,12000,855,18020,1287,1086000
False,False,0.1,0.02,44,6000,4729,20,17,12000,9477,18020,14223,1086000
False,False,1.0,0.0,44,6000,406,20,0,12000,899,18020,1305,1086000
False,False,1.0,0.02,44,6000,4829,20,12,12000,9588,18020,14429,1086000
True,True,0.1,0.0,45,6000,437,20,1,12000,855,18020,1293,1109400
True,True,0.1,0.02,45,6000,4790,20,17,12000,9557,18020,14364,1109400
True,True,1.0,0.0,45,6000,429,20,0,12000,935,18020,1364,1109400
True,True,1.0,0.02,45,6000,4729,20,16,12000,9594,18020,14339,1109400
True,False,0.1,0.0,45,6000,427,20,0,12000,896,18020,1323,1098000
True,False,0.1,0.02,45,6000,4790,20,14,12000,9527,18020,14331,1098000
True,False,1.0,0.0,45,6000,445,20,2,12000,842,18020,1289,1098000
True,False,1.0,0.02,45,6000,4790,20,18,12000,9524,18020,14332,1098000
False,True,0.1,0.0,45,6000,445,20,4,12000,885,18020,1334,1097400
False,True,0.1,0.02,45,6000,4785,20,18,12000,9578,18020,14381,1097400
False,True,1.0,0.0,45,6000,416,20,0,12000,826,18020,1242,1097400
False,True,1.0,0.02,45,6000,4794,20,17,12000,9476,18020,14287,1097400
False,False,0.1,0.0,45,6000,455,20,2,12000,915,18020,1372,1086000
False,False,0.1,0.02,45,6000,4826,20,15,12000,9521,18020,14362,1086000
False,False,1.0,0.0,45,6000,454,20,0,12000,866,18020,1320,1086000
False,False,1.0,0.02,45,6000,4749,20,18,12000,9569,18020,14336,1086000
True,True,0.1,0.0,46,6000,399,20,2,12000,840,18020,1241,1109400
True,True,0.1,0.02,46,6000,4847,20,19,12000,9581,18020,14447,1109400
True,True,1.0,0.0,46,6000,441,20,0,12000,856,18020,1297,1109400
True,True,1.0,0.02,46,6000,4827,20,17,12000,9470,18020,14314,1109400
True,False,0.1,0.0,46,6000,434,20,1,12000,880,18020,1315,1098000
True,False,0.1,0.02,46,6000,4785,20,16,12000,9573,18020,14374,1098000
True,False,1.0,0.0,46,6000,410,20,0,12000,863,18020,1273,1098000
True,False,1.0,0.02,46,6000,4773,20,10,12000,9529,18020,14312,1098000
False,True,0.1,0.0,46,6000,462,20,11,12000,897,18020,1370,1097400
False,True,0.1,0.02,46,6000,4760,20,16,12000,9553,18020,14329,1097400
False,True,1.0,0.0,46,6000,456,20,1,12000,862,18020,1319,1097400
False,True,1.0,0.02,46,6000,4703,20,19,12000,9582,18020,14304,1097400
False,False,0.1,0.0,46,6000,425,20,2,12000,882,18020,1309,1086000
False,False,0.1,0.02,46,6000,4827,20,16,12000,9611,18020,14454,1086000
False,False,1.0,0.0,46,6000,476,20,2,12000,838,18020,1316,1086000
False,False,1.0,0.02,46,6000,4782,20,13,12000,9532,18020,14327,1086000
True,True,0.1,0.0,47,6000,411,20,2,12000,867,18020,1280,1109400
True,True,0.1,0.02,47,6000,4771,20,15,12000,9506,18020,14292,1109400
True,True,1.0,0.0,47,6000,451,20,2,12000,878,18020,1331,1109400
True,True,1.0,0.02,47,6000,4756,20,18,12000,9440,18020,14214,1109400
True,False,0.1,0.0,47,6000,401,20,0,12000,860,18020,1261,1098000
True,False,0.1,0.02,47,6000,4764,20,19,12000,9524,18020,14307,1098000
True,False,1.0,0.0,47,6000,434,20,1,12000,930,18020,1365,1098000
True,False,1.0,0.02,47,6000,4796,20,15,12000,9594,18020,14405,1098000
False,True,0.1,0.0,47,6000,434,20,4,12000,867,18020,1305,1097400
False,True,0.1,0.02,47,6000,4750,20,16,12000,9489,18020,14255,1097400
False,True,1.0,0.0,47,6000,419,20,1,12000,889,18020,1309,1097400
False,True,1.0,0.02,47,6000,4814,20,15,12000,9642,18020,14471,1097400
False,False,0.1,0.0,47,6000,418,20,1,12000,921,18020,1340,1086000
False,False,0.1,0.02,47,6000,4757,20,10,12000,9487,18020,14254,1086000
False,False,1.0,0.0,47,6000,429,20,1,12000,870,18020,1300,1086000
False,False,1.0,0.02,47,6000,4811,20,15,12000,9496,18020,14322,1086000
True,True,0.1,0.0,48,6000,442,20,4,12000,876,18020,1322,1109400
True,True,0.1,0.02,48,6000,4761,20,14,12000,9490,18020,14265,1109400
True,True,1.0,0.0,48,6000,446,20,0,12000,901,18020,1347,1109400
True,True,1.0,0.02,48,6000,4767,20,18,12000,9539,18020,14324,1109400
True,False,0.1,0.0,48,6000,431,20,2,12000,877,18020,1310,1098000
True,False,0.1,0.02,48,6000,4759,20,15,12000,9536,18020,14310,1098000
True,False,1.0,0.0,48,6000,444,20,1,12000,885,18020,1330,1098000
True,False,1.0,0.02,48,6000,4825,20,16,12000,9556,18020,14397,1098000
False,True,0.1,0.0,48,6000,421,20,3,12000,862,18020,1286,1097400
False,True,0.1,0.02,48,6000,4776,20,19,12000,9562,18020,14357,1097400
False,True,1.0,0.0,48,6000,409,20,2,12000,892,18020,1303,1097400
False,True,1.0,0.02,48,6000,4746,20,17,12000,9501,18020,14264,1097400
False,False,0.1,0.0,48,6000,437,20,1,12000,844,18020,1282,1086000
False,False,0.1,0.02,48,6000,4778,20,13,12000,9581,18020,14372,1086000
False,False,1.0,0.0,48,6000,433,20,1,12000,836,18020,1270,1086000
False,False,1.0,0.02,48,6000,4794,20,18,12000,9552,18020,14364,1086000
True,True,0.1,0.0,49,6000,454,20,0,12000,858,18020,1312,1109400
True,True,0.1,0.02,49,6000,4728,20,19,12000,9510,18020,14257,1109400
True,True,1.0,0.0,49,6000,439,20,4,12000,873,18020,1316,1109400
True,True,1.0,0.02,49,6000,4811,20,17,12000,9464,18020,14292,1109400
True,False,0.1,0.0,49,6000,446,20,0,12000,906,18020,1352,1098000
True,False,0.1,0.02,49,6000,4792,20,17,12000,9497,18020,14306,1098000
True,False,1.0,0.0,49,6000,420,20,1,12000,879,18020,1300,1098000
True,False,1.0,0.02,49,6000,4767,20,16,12000,9534,18020,14317,1098000
False,True,0.1,0.0,49,6000,466,20,0,12000,890,18020,1356,1097400
False,True,0.1,0.02,49,6000,4732,20,18,12000,9501,18020,14251,1097400
False,True,1.0,0.0,49,6000,437,20,1,12000,879,18020,1317,1097400
False,True,1.0,0.02,49,6000,4774,20,16,12000,9528,18020,14318,1097400
False,False,0.1,0.0,49,6000,432,20,2,12000,862,18020,1296,1086000
False,False,0.1,0.02,49,6000,4794,20,17,12000,9639,18020,14450,1086000
False,False,1.0,0.0,49,6000,471,20,0,12000,856,18020,1327,1086000
False,False,1.0,0.02,49,6000,4796,20,17,12000,9542,18020,14355,1086000
True,True,0.1,0.0,50,6000,463,20,8,12000,890,18020,1361,1109400
True,True,0.1,0.02,50,6000,4729,20,17,12000,9573,18020,14319,1109400
True,True,1.0,0.0,50,6000,457,20,3,12000,906,18020,1366,1109400
True,True,1.0,0.02,50,6000,4792,20,15,12000,9491,18020,14298,1109400
True,False,0.1,0.0,50,6000,462,20,1,12000,884,18020,1347,1098000
True,False,0.1,0.02,50,6000,4847,20,14,12000,9535,18020,14396,1098000
True,False,1.0,0.0,50,6000,427,20,0,12000,849,18020,1276,1098000
True,False,1.0,0.02,50,6000,4813,20,11,12000,9621,18020,14445,1098000
False,True,0.1,0.0,50,6000,432,20,1,12000,903,18020,1336,1097400
False,True,0.1,0.02,50,6000,4776,20,17,12000,9571,18020,14364,1097400
False,True,1.0,0.0,50,6000,425,20,9,12000,851,18020,1285,1097400
False,True,1.0,0.02,50,6000,4767,20,15,12000,9602,18020,14384,1097400
False,False,0.1,0.0,50,6000,403,20,0,12000,850,18020,1253,1086000
False,False,0.1,0.02,50,6000,4802,20,19,12000,9546,18020,14367,1086000
False,False,1.0,0.0,50,6000,424,20,1,12000,845,18020,1270,1086000
False,False,1.0,0.02,50,6000,4798,20,13,12000,9651,18020,14462,1086000
