appointment_type,clinicians_meet_each_other,behavioural_infectivity_multiple_if_symptomatic,p_baseline_infected,p_external_infection_per_day,n_patients_per_household,iteration,n_patients,n_patients_infected,n_clinicians,n_clinicians_infected,n_family,n_family_infected,n_people,n_people_infected,n_contacts,n_clinician_patient_contacts
home_visit,False,1.0,0.01,0.0,2,154,6000,414,20,1,8257,817,14277,1232,1885874,6000
home_visit,False,1.0,0.01,0.0,3,154,6000,798,20,3,8115,1408,14135,2209,2865525,6000
home_visit,False,1.0,0.01,0.0,4,154,6000,1664,20,2,8155,2845,14175,4511,3899200,6000
home_visit,False,1.0,0.01,0.0,5,154,6000,2447,20,1,8247,4166,14267,6615,4955115,6000
home_visit,False,1.0,0.01,0.0,6,154,6000,3688,20,3,8261,5793,14281,9484,5998266,6000
home_visit,False,1.0,0.01,0.0,7,154,6000,5350,20,1,8285,7939,14305,13290,7058891,6000
home_visit,False,1.0,0.01,0.0,8,154,6000,7074,20,2,8285,10567,14305,17643,8097460,6000
home_visit,False,1.0,0.01,0.0,9,154,6000,9378,20,7,8368,14338,14388,23725,9236013,6000
home_visit,False,1.0,0.01,0.0,10,154,6000,10838,20,9,8256,15640,14276,26488,10131780,6000
home_visit,True,1.0,0.01,0.0,1,155,6000,119,20,0,8111,227,14131,346,849971,6000
home_visit,True,1.0,0.01,0.0,2,155,6000,386,20,2,8234,727,14254,1115,1893242,6000
home_visit,True,1.0,0.01,0.0,3,155,6000,830,20,1,8211,1487,14231,2318,2911400,6000
home_visit,True,1.0,0.01,0.0,4,155,6000,1860,20,1,8158,3413,14178,5274,3931719,6000
home_visit,True,1.0,0.01,0.0,5,155,6000,3349,20,4,8292,5881,14312,9234,5014294,6000
home_visit,True,1.0,0.01,0.0,6,155,6000,4773,20,3,8405,7976,14425,12752,6146764,6000
home_visit,True,1.0,0.01,0.0,7,155,6000,4931,20,5,8214,7870,14234,12807,7014820,6000
home_visit,True,1.0,0.01,0.0,8,155,6000,8574,20,7,8229,12784,14249,21365,8051074,6000
home_visit,True,1.0,0.01,0.0,9,155,6000,8228,20,4,8061,12189,14081,20421,8880109,6000
home_visit,True,1.0,0.01,0.0,10,155,6000,10784,20,2,8214,15927,14234,26713,10083587,6000
home_visit,False,1.0,0.01,0.0,1,155,6000,106,20,0,8212,242,14232,348,855232,6000
home_visit,False,1.0,0.01,0.0,2,155,6000,339,20,0,8247,630,14267,969,1866594,6000
home_visit,False,1.0,0.01,0.0,3,155,6000,888,20,1,8256,1730,14276,2619,2923968,6000
home_visit,False,1.0,0.01,0.0,4,155,6000,1793,20,1,8198,2993,14218,4787,3907532,6000
home_visit,False,1.0,0.01,0.0,5,155,6000,2476,20,1,8405,3746,14425,6223,5087125,6000
home_visit,False,1.0,0.01,0.0,6,155,6000,3396,20,2,8111,5370,14131,8768,5878386,6000
home_visit,False,1.0,0.01,0.0,7,155,6000,6026,20,2,8288,8949,14308,14977,7054724,6000
home_visit,False,1.0,0.01,0.0,8,155,6000,7899,20,2,8405,12188,14425,20089,8246140,6000
home_visit,False,1.0,0.01,0.0,9,155,6000,9464,20,4,8115,13971,14135,23440,8936559,6000
home_visit,False,1.0,0.01,0.0,10,155,6000,10542,20,6,8099,15539,14119,26089,9890450,6000
home_visit,True,1.0,0.01,0.0,1,156,6000,113,20,0,8018,295,14038,408,840578,6000
home_visit,True,1.0,0.01,0.0,2,156,6000,404,20,1,8198,776,14218,1181,1883103,6000
home_visit,True,1.0,0.01,0.0,3,156,6000,982,20,0,8345,1927,14365,2909,2966775,6000
home_visit,True,1.0,0.01,0.0,4,156,6000,1897,20,0,8211,3089,14231,4986,3933624,6000
home_visit,True,1.0,0.01,0.0,5,156,6000,3077,20,5,8288,5064,14308,8148,4990159,6000
home_visit,True,1.0,0.01,0.0,6,156,6000,4020,20,4,8099,6013,14119,10037,5863391,6000
home_visit,True,1.0,0.01,0.0,7,156,6000,6063,20,2,8234,10010,14254,16075,7028489,6000
home_visit,True,1.0,0.01,0.0,8,156,6000,7264,20,8,8191,11181,14211,18453,8011037,6000
home_visit,True,1.0,0.01,0.0,9,156,6000,9027,20,3,8229,13242,14249,22272,9087365,6000
home_visit,True,1.0,0.01,0.0,10,156,6000,12863,20,4,8198,18091,14218,30962,10032462,6000
home_visit,False,1.0,0.01,0.0,1,156,6000,114,20,0,8234,273,14254,387,853874,6000
home_visit,False,1.0,0.01,0.0,2,156,6000,275,20,0,8285,546,14305,821,1893790,6000
home_visit,False,1.0,0.01,0.0,3,156,6000,897,20,1,8371,1763,14391,2661,2966133,6000
home_visit,False,1.0,0.01,0.0,4,156,6000,1820,20,1,8292,3231,14312,5052,3972288,6000
home_visit,False,1.0,0.01,0.0,5,156,6000,2637,20,2,8371,4343,14391,6982,5064395,6000
home_visit,False,1.0,0.01,0.0,6,156,6000,3458,20,1,8214,6055,14234,9514,5974644,6000
home_visit,False,1.0,0.01,0.0,7,156,6000,5801,20,4,8292,8702,14312,14507,7065186,6000
home_visit,False,1.0,0.01,0.0,8,156,6000,7167,20,2,8239,11312,14259,18481,8024192,6000
home_visit,False,1.0,0.01,0.0,9,156,6000,7699,20,2,8212,11312,14232,19013,9032832,6000
home_visit,False,1.0,0.01,0.0,10,156,6000,11731,20,10,8124,17198,14144,28943,9948240,6000
home_visit,True,1.0,0.01,0.0,1,157,6000,101,20,0,8239,226,14259,327,861319,6000
home_visit,True,1.0,0.01,0.0,2,157,6000,315,20,1,8115,641,14135,957,1862957,6000
home_visit,True,1.0,0.01,0.0,3,157,6000,723,20,0,8288,1492,14308,2215,2916264,6000
home_visit,True,1.0,0.01,0.0,4,157,6000,1835,20,2,8257,3351,14277,5188,3956715,6000
home_visit,True,1.0,0.01,0.0,5,157,6000,2549,20,1,8285,4234,14305,6784,5006245,6000
home_visit,True,1.0,0.01,0.0,6,157,6000,3883,20,2,8099,6020,14119,9905,5863648,6000
home_visit,True,1.0,0.01,0.0,7,157,6000,6351,20,8,8212,9772,14232,16132,6989173,6000
home_visit,True,1.0,0.01,0.0,8,157,6000,7871,20,5,8234,12437,14254,20315,8067259,6000
home_visit,True,1.0,0.01,0.0,9,157,6000,8357,20,7,8257,12245,14277,20612,9076040,6000
home_visit,True,1.0,0.01,0.0,10,157,6000,11030,20,6,8261,16186,14281,27222,10136525,6000
home_visit,False,1.0,0.01,0.0,1,157,6000,120,20,0,8256,252,14276,372,854736,6000
home_visit,False,1.0,0.01,0.0,2,157,6000,297,20,1,8214,586,14234,884,1878828,6000
home_visit,False,1.0,0.01,0.0,3,157,6000,757,20,4,8405,1388,14425,2149,2979315,6000
home_visit,False,1.0,0.01,0.0,4,157,6000,1745,20,1,8371,3174,14391,4920,4013344,6000
home_visit,False,1.0,0.01,0.0,5,157,6000,2604,20,3,8043,4197,14063,6804,4836315,6000
home_visit,False,1.0,0.01,0.0,6,157,6000,4580,20,1,8288,7378,14308,11959,6007908,6000
home_visit,False,1.0,0.01,0.0,7,157,6000,5243,20,2,8198,7819,14218,13064,6951134,6000
home_visit,False,1.0,0.01,0.0,8,157,6000,7026,20,5,8256,10651,14276,17683,8083068,6000
home_visit,False,1.0,0.01,0.0,9,157,6000,8943,20,7,8292,13307,14312,22257,9142509,6000
home_visit,False,1.0,0.01,0.0,10,157,6000,12638,20,5,8239,18672,14259,31315,10086250,6000
home_visit,True,1.0,0.01,0.0,1,158,6000,138,20,4,8406,288,14426,430,895313,6000
home_visit,True,1.0,0.01,0.0,2,158,6000,351,20,0,8261,686,14281,1037,1889542,6000
home_visit,True,1.0,0.01,0.0,3,158,6000,771,20,0,8426,1427,14446,2198,2999838,6000
home_visit,True,1.0,0.01,0.0,4,158,6000,1358,20,0,8234,2316,14254,3674,3950936,6000
home_visit,True,1.0,0.01,0.0,5,158,6000,2478,20,3,8158,4135,14178,6616,4934784,6000
home_visit,True,1.0,0.01,0.0,6,158,6000,3547,20,4,8158,5487,14178,9038,5952695,6000
home_visit,True,1.0,0.01,0.0,7,158,6000,5190,20,5,8099,7873,14119,13069,6881053,6000
home_visit,True,1.0,0.01,0.0,8,158,6000,7365,20,5,8162,10798,14182,18169,7979070,6000
home_visit,True,1.0,0.01,0.0,9,158,6000,9038,20,8,8292,13640,14312,22687,9153120,6000
home_visit,True,1.0,0.01,0.0,10,158,6000,12319,20,7,8405,19360,14425,31691,10368194,6000
home_visit,False,1.0,0.01,0.0,1,158,6000,138,20,0,8061,285,14081,423,834141,6000
home_visit,False,1.0,0.01,0.0,2,158,6000,403,20,1,8061,853,14081,1257,1834962,6000
home_visit,False,1.0,0.01,0.0,3,158,6000,901,20,2,8212,1672,14232,2575,2910216,6000
home_visit,False,1.0,0.01,0.0,4,158,6000,1729,20,0,8018,2797,14038,4526,3822812,6000
home_visit,False,1.0,0.01,0.0,5,158,6000,2507,20,0,8018,3979,14038,6486,4806010,6000
home_visit,False,1.0,0.01,0.0,6,158,6000,4007,20,4,8257,5878,14277,9889,5993022,6000
home_visit,False,1.0,0.01,0.0,7,158,6000,6408,20,5,8371,10277,14391,16690,7158379,6000
home_visit,False,1.0,0.01,0.0,8,158,6000,7134,20,4,8256,11073,14276,18211,8083068,6000
home_visit,False,1.0,0.01,0.0,9,158,6000,7909,20,3,8345,11456,14365,19368,9214149,6000
home_visit,False,1.0,0.01,0.0,10,158,6000,9861,20,1,8120,14235,14140,24097,9931280,6000
home_visit,True,1.0,0.01,0.0,1,159,6000,101,20,0,8345,224,14365,325,874565,6000
home_visit,True,1.0,0.01,0.0,2,159,6000,420,20,1,8212,825,14232,1246,1893031,6000
home_visit,True,1.0,0.01,0.0,3,159,6000,907,20,1,8191,1659,14211,2567,2912133,6000
home_visit,True,1.0,0.01,0.0,4,159,6000,1898,20,1,8261,3287,14281,5186,3949544,6000
home_visit,True,1.0,0.01,0.0,5,159,6000,3019,20,1,8198,4951,14218,7972,4929117,6000
home_visit,True,1.0,0.01,0.0,6,159,6000,4611,20,4,8256,7134,14276,11749,6029462,6000
home_visit,True,1.0,0.01,0.0,7,159,6000,4972,20,3,8239,7380,14259,12355,7014228,6000
home_visit,True,1.0,0.01,0.0,8,159,6000,6553,20,2,8124,9584,14144,16139,7917059,6000
home_visit,True,1.0,0.01,0.0,9,159,6000,8309,20,5,8405,12667,14425,20981,9303750,6000
home_visit,True,1.0,0.01,0.0,10,159,6000,10763,20,10,8158,16205,14178,26979,10033429,6000
home_visit,False,1.0,0.01,0.0,1,159,6000,119,20,0,8191,279,14211,398,850171,6000
home_visit,False,1.0,0.01,0.0,2,159,6000,361,20,0,8099,653,14119,1014,1831078,6000
home_visit,False,1.0,0.01,0.0,3,159,6000,810,20,2,8124,1506,14144,2318,2861172,6000
home_visit,False,1.0,0.01,0.0,4,159,6000,1640,20,1,8047,2830,14067,4471,3843808,6000
home_visit,False,1.0,0.01,0.0,5,159,6000,3067,20,2,8405,5029,14425,8098,5087125,6000
home_visit,False,1.0,0.01,0.0,6,159,6000,4125,20,2,8371,6957,14391,11085,6109206,6000
home_visit,False,1.0,0.01,0.0,7,159,6000,6187,20,4,8257,9411,14277,15602,7033507,6000
home_visit,False,1.0,0.01,0.0,8,159,6000,6549,20,2,8043,9624,14063,16175,7835364,6000
home_visit,False,1.0,0.01,0.0,9,159,6000,9069,20,2,8118,13977,14138,23048,8919480,6000
home_visit,False,1.0,0.01,0.0,10,159,6000,9567,20,5,8043,14155,14063,23728,9851910,6000
home_visit,True,1.0,0.01,0.0,1,160,6000,85,20,0,8198,210,14218,295,864698,6000
home_visit,True,1.0,0.01,0.0,2,160,6000,352,20,0,8198,584,14218,936,1883236,6000
home_visit,True,1.0,0.01,0.0,3,160,6000,884,20,2,8099,1683,14119,2569,2852804,6000
home_visit,True,1.0,0.01,0.0,4,160,6000,1556,20,0,8239,2838,14259,4394,3933736,6000
home_visit,True,1.0,0.01,0.0,5,160,6000,2686,20,3,8061,4238,14081,6927,4858390,6000
home_visit,True,1.0,0.01,0.0,6,160,6000,4294,20,3,8099,6697,14119,10995,5863515,6000
home_visit,True,1.0,0.01,0.0,7,160,6000,5850,20,4,8371,8988,14391,14842,7169381,6000
home_visit,True,1.0,0.01,0.0,8,160,6000,8375,20,7,8261,12612,14281,20997,8073707,6000
home_visit,True,1.0,0.01,0.0,9,160,6000,9335,20,2,8406,14319,14426,23656,9309839,6000
home_visit,True,1.0,0.01,0.0,10,160,6000,10988,20,4,8257,15603,14277,26595,10113391,6000
home_visit,False,1.0,0.01,0.0,1,160,6000,137,20,2,8018,304,14038,443,829178,6000
home_visit,False,1.0,0.01,0.0,2,160,6000,296,20,0,8305,575,14325,871,1900070,6000
home_visit,False,1.0,0.01,0.0,3,160,6000,752,20,0,8371,1414,14391,2166,2966133,6000
home_visit,False,1.0,0.01,0.0,4,160,6000,1906,20,1,8345,3441,14365,5348,3999380,6000
home_visit,False,1.0,0.01,0.0,5,160,6000,2622,20,1,8406,4361,14426,6984,5094030,6000
home_visit,False,1.0,0.01,0.0,6,160,6000,3791,20,4,8049,5958,14069,9754,5838294,6000
home_visit,False,1.0,0.01,0.0,7,160,6000,5584,20,4,8239,8818,14259,14406,7002961,6000
home_visit,False,1.0,0.01,0.0,8,160,6000,6775,20,1,8239,9779,14259,16556,8024192,6000
home_visit,False,1.0,0.01,0.0,9,160,6000,8481,20,3,8191,13229,14211,21713,9010440,6000
home_visit,False,1.0,0.01,0.0,10,160,6000,11233,20,6,8158,16435,14178,27674,10022800,6000
home_visit,True,1.0,0.01,0.0,1,161,6000,134,20,0,8426,311,14446,445,896486,6000
home_visit,True,1.0,0.01,0.0,2,161,6000,304,20,0,8162,611,14182,915,1874164,6000
home_visit,True,1.0,0.01,0.0,3,161,6000,958,20,0,8426,1929,14446,2887,2999838,6000
home_visit,True,1.0,0.01,0.0,4,161,6000,1978,20,3,8216,3553,14236,5534,3948138,6000
home_visit,True,1.0,0.01,0.0,5,161,6000,2552,20,0,8261,4138,14281,6690,4986205,6000
home_visit,True,1.0,0.01,0.0,6,161,6000,3985,20,3,8120,5953,14140,9941,5881176,6000
home_visit,True,1.0,0.01,0.0,7,161,6000,5809,20,5,8162,9132,14182,14946,6945983,6000
home_visit,True,1.0,0.01,0.0,8,161,6000,6059,20,2,8257,9003,14277,15064,8062963,6000
home_visit,True,1.0,0.01,0.0,9,161,6000,10501,20,7,8208,15927,14228,26437,9037946,6000
home_visit,True,1.0,0.01,0.0,10,161,6000,11335,20,10,8257,16505,14277,27851,10112903,6000
home_visit,False,1.0,0.01,0.0,1,161,6000,113,20,1,8158,190,14178,304,849538,6000
home_visit,False,1.0,0.01,0.0,2,161,6000,306,20,1,8124,635,14144,942,1843128,6000
home_visit,False,1.0,0.01,0.0,3,161,6000,1043,20,1,8061,1808,14081,2852,2843283,6000
home_visit,False,1.0,0.01,0.0,4,161,6000,1645,20,1,8047,2811,14067,4457,3843808,6000
home_visit,False,1.0,0.01,0.0,5,161,6000,2873,20,4,8061,4672,14081,7549,4847385,6000
home_visit,False,1.0,0.01,0.0,6,161,6000,4424,20,0,8043,6811,14063,11235,5828358,6000
home_visit,False,1.0,0.01,0.0,7,161,6000,5931,20,4,8120,8891,14140,14826,6891914,6000
home_visit,False,1.0,0.01,0.0,8,161,6000,6886,20,4,8018,10556,14038,17446,7809004,6000
home_visit,False,1.0,0.01,0.0,9,161,6000,9678,20,3,8118,14456,14138,24138,8919480,6000
home_visit,False,1.0,0.01,0.0,10,161,6000,12536,20,7,8261,18297,14281,30841,10125650,6000
home_visit,True,1.0,0.01,0.0,1,162,6000,146,20,1,8018,371,14038,518,840445,6000
home_visit,True,1.0,0.01,0.0,2,162,6000,296,20,1,8126,480,14146,777,1861659,6000
home_visit,True,1.0,0.01,0.0,3,162,6000,1076,20,0,8345,1975,14365,3051,2966775,6000
home_visit,True,1.0,0.01,0.0,4,162,6000,1654,20,5,8406,3001,14426,4660,4058741,6000
home_visit,True,1.0,0.01,0.0,5,162,6000,2655,20,2,8261,4510,14281,7168,4985939,6000
home_visit,True,1.0,0.01,0.0,6,162,6000,4411,20,2,8410,7477,14430,11890,6148894,6000
home_visit,True,1.0,0.01,0.0,7,162,6000,5310,20,1,8047,7840,14067,13151,6857898,6000
home_visit,True,1.0,0.01,0.0,8,162,6000,6798,20,2,8191,9876,14211,16676,8011555,6000
home_visit,True,1.0,0.01,0.0,9,162,6000,8322,20,3,8345,12800,14365,21125,9225285,6000
home_visit,True,1.0,0.01,0.0,10,162,6000,12109,20,12,8426,18696,14446,30820,10392578,6000
home_visit,False,1.0,0.01,0.0,1,162,6000,143,20,0,8158,306,14178,449,849538,6000
home_visit,False,1.0,0.01,0.0,2,162,6000,359,20,1,8305,780,14325,1140,1900070,6000
home_visit,False,1.0,0.01,0.0,3,162,6000,787,20,0,8061,1485,14081,2272,2843283,6000
home_visit,False,1.0,0.01,0.0,4,162,6000,1805,20,3,8169,2998,14189,4806,3901296,6000
home_visit,False,1.0,0.01,0.0,5,162,6000,2636,20,1,8158,4283,14178,6920,4923650,6000
home_visit,False,1.0,0.01,0.0,6,162,6000,4090,20,3,8049,5953,14069,10046,5838294,6000
home_visit,False,1.0,0.01,0.0,7,162,6000,5094,20,1,8118,7661,14138,12756,6903108,6000
home_visit,False,1.0,0.01,0.0,8,162,6000,7347,20,2,8018,10887,14038,18236,7809004,6000
home_visit,False,1.0,0.01,0.0,9,162,6000,8446,20,2,8124,12027,14144,20475,8930943,6000
home_visit,False,1.0,0.01,0.0,10,162,6000,9726,20,2,8152,14895,14172,24623,9990220,6000
home_visit,True,1.0,0.01,0.0,1,163,6000,130,20,0,8061,249,14081,379,845541,6000
home_visit,True,1.0,0.01,0.0,2,163,6000,406,20,0,8191,743,14211,1149,1884182,6000
home_visit,True,1.0,0.01,0.0,3,163,6000,956,20,3,8216,1783,14236,2742,2922429,6000
home_visit,True,1.0,0.01,0.0,4,163,6000,1795,20,0,8018,3128,14038,4923,3834212,6000
home_visit,True,1.0,0.01,0.0,5,163,6000,2719,20,4,8124,4369,14144,7093,4886675,6000
home_visit,True,1.0,0.01,0.0,6,163,6000,3627,20,6,8162,5263,14182,8896,5941966,6000
home_visit,True,1.0,0.01,0.0,7,163,6000,5966,20,2,8305,9522,14325,15490,7097484,6000
home_visit,True,1.0,0.01,0.0,8,163,6000,6832,20,7,8208,10063,14228,16905,8024645,6000
home_visit,True,1.0,0.01,0.0,9,163,6000,7723,20,7,8345,11241,14365,18973,9224902,6000
home_visit,True,1.0,0.01,0.0,10,163,6000,12988,20,9,8345,19623,14365,32621,10276413,6000
home_visit,False,1.0,0.01,0.0,1,163,6000,91,20,0,8043,198,14063,289,831363,6000
home_visit,False,1.0,0.01,0.0,2,163,6000,334,20,1,8043,591,14063,926,1831266,6000
home_visit,False,1.0,0.01,0.0,3,163,6000,803,20,0,8406,1495,14426,2298,2997078,6000
home_visit,False,1.0,0.01,0.0,4,163,6000,1566,20,2,8120,2417,14140,3985,3868100,6000
home_visit,False,1.0,0.01,0.0,5,163,6000,2638,20,2,8406,4806,14426,7446,5094030,6000
home_visit,False,1.0,0.01,0.0,6,163,6000,4038,20,1,8331,6703,14351,10742,6078546,6000
home_visit,False,1.0,0.01,0.0,7,163,6000,4745,20,3,8049,7085,14069,11833,6850251,6000
home_visit,False,1.0,0.01,0.0,8,163,6000,6142,20,1,8426,9646,14446,15789,8270848,6000
home_visit,False,1.0,0.01,0.0,9,163,6000,7975,20,5,8126,11733,14146,19713,8922612,6000
home_visit,False,1.0,0.01,0.0,10,163,6000,12123,20,10,8047,17477,14067,29610,9880990,6000
home_visit,True,1.0,0.01,0.0,1,164,6000,128,20,0,8426,237,14446,365,896486,6000
home_visit,True,1.0,0.01,0.0,2,164,6000,390,20,1,8191,838,14211,1229,1884049,6000
home_visit,True,1.0,0.01,0.0,3,164,6000,950,20,4,8162,1829,14182,2783,2890960,6000
home_visit,True,1.0,0.01,0.0,4,164,6000,1630,20,0,8289,2842,14309,4472,3985116,6000
home_visit,True,1.0,0.01,0.0,5,164,6000,2877,20,5,8124,4414,14144,7296,4886674,6000
home_visit,True,1.0,0.01,0.0,6,164,6000,4223,20,6,8191,6303,14211,10532,5972119,6000
home_visit,True,1.0,0.01,0.0,7,164,6000,5407,20,3,8216,8867,14236,14277,7019994,6000
home_visit,True,1.0,0.01,0.0,8,164,6000,7447,20,8,8120,11156,14140,18614,7928554,6000
home_visit,True,1.0,0.01,0.0,9,164,6000,8952,20,8,8249,12908,14269,21868,9068480,6000
home_visit,True,1.0,0.01,0.0,10,164,6000,11893,20,5,8162,16706,14182,28604,10018777,6000
home_visit,False,1.0,0.01,0.0,1,164,6000,141,20,0,8043,296,14063,437,831363,6000
home_visit,False,1.0,0.01,0.0,2,164,6000,350,20,0,8410,704,14430,1054,1932080,6000
home_visit,False,1.0,0.01,0.0,3,164,6000,759,20,3,8406,1468,14426,2230,2997078,6000
home_visit,False,1.0,0.01,0.0,4,164,6000,1753,20,1,8124,2756,14144,4510,3862656,6000
home_visit,False,1.0,0.01,0.0,5,164,6000,2636,20,2,8118,4314,14138,6952,4881630,6000
home_visit,False,1.0,0.01,0.0,6,164,6000,4080,20,1,8169,6481,14189,10562,5936814,6000
home_visit,False,1.0,0.01,0.0,7,164,6000,6497,20,5,8208,10441,14228,16943,6979758,6000
home_visit,False,1.0,0.01,0.0,8,164,6000,7130,20,3,8426,10811,14446,17944,8270848,6000
home_visit,False,1.0,0.01,0.0,9,164,6000,8161,20,0,8047,11897,14067,20058,8865858,6000
home_visit,False,1.0,0.01,0.0,10,164,6000,11533,20,10,8043,17103,14063,28648,9851910,6000
home_visit,True,1.0,0.01,0.0,1,165,6000,138,20,2,8305,265,14325,405,874032,6000
home_visit,True,1.0,0.01,0.0,2,165,6000,380,20,0,8104,733,14124,1113,1856048,6000
home_visit,True,1.0,0.01,0.0,3,165,6000,814,20,1,8049,1434,14069,2249,2841434,6000
home_visit,True,1.0,0.01,0.0,4,165,6000,1694,20,0,8152,2969,14172,4663,3901228,6000
home_visit,True,1.0,0.01,0.0,5,165,6000,2645,20,6,8120,4369,14140,7020,4874127,6000
home_visit,True,1.0,0.01,0.0,6,165,6000,3869,20,11,8303,6135,14323,10017,6044844,6000
home_visit,True,1.0,0.01,0.0,7,165,6000,4966,20,6,8126,7610,14146,12582,6910030,6000
home_visit,True,1.0,0.01,0.0,8,165,6000,7735,20,3,8216,11989,14236,19727,8061782,6000
home_visit,True,1.0,0.01,0.0,9,165,6000,9303,20,4,8331,14210,14351,23519,9209196,6000
home_visit,True,1.0,0.01,0.0,10,165,6000,10030,20,3,8162,14547,14182,24580,10018916,6000
home_visit,False,1.0,0.01,0.0,1,165,6000,132,20,2,8047,273,14067,407,823507,6000
home_visit,False,1.0,0.01,0.0,2,165,6000,402,20,0,8118,743,14138,1145,1851336,6000
home_visit,False,1.0,0.01,0.0,3,165,6000,948,20,0,8118,1600,14138,2548,2867694,6000
home_visit,False,1.0,0.01,0.0,4,165,6000,1793,20,0,8212,2890,14232,4683,3919948,6000
home_visit,False,1.0,0.01,0.0,5,165,6000,2847,20,0,8406,4478,14426,7325,5094030,6000
home_visit,False,1.0,0.01,0.0,6,165,6000,4250,20,3,8305,6945,14325,11198,6054630,6000
home_visit,False,1.0,0.01,0.0,7,165,6000,5076,20,5,8410,8061,14430,13142,7186198,6000
home_visit,False,1.0,0.01,0.0,8,165,6000,7009,20,6,8305,10517,14325,17532,8127740,6000
home_visit,False,1.0,0.01,0.0,9,165,6000,8785,20,4,8236,13601,14256,22390,9085119,6000
home_visit,False,1.0,0.01,0.0,10,165,6000,12054,20,4,8208,17940,14228,29998,10076040,6000
home_visit,True,1.0,0.01,0.0,1,166,6000,137,20,0,8426,290,14446,427,896486,6000
home_visit,True,1.0,0.01,0.0,2,166,6000,344,20,0,8289,617,14309,961,1910418,6000
home_visit,True,1.0,0.01,0.0,3,166,6000,927,20,2,8049,1585,14069,2514,2841434,6000
home_visit,True,1.0,0.01,0.0,4,166,6000,1671,20,3,8162,2762,14182,4436,3906175,6000
home_visit,True,1.0,0.01,0.0,5,166,6000,2521,20,4,8120,4013,14140,6538,4874127,6000
home_visit,True,1.0,0.01,0.0,6,166,6000,4658,20,5,8249,7380,14269,12043,5993411,6000
home_visit,True,1.0,0.01,0.0,7,166,6000,5631,20,4,8169,8524,14189,14159,6958035,6000
home_visit,True,1.0,0.01,0.0,8,166,6000,6948,20,3,8216,10426,14236,17377,8061782,6000
home_visit,True,1.0,0.01,0.0,9,166,6000,8771,20,10,8049,13481,14069,22264,8866847,6000
home_visit,True,1.0,0.01,0.0,10,166,6000,10035,20,7,8120,14723,14140,24767,9942162,6000
home_visit,False,1.0,0.01,0.0,1,166,6000,126,20,0,8047,223,14067,349,823507,6000
home_visit,False,1.0,0.01,0.0,2,166,6000,371,20,1,8230,739,14250,1111,1882820,6000
home_visit,False,1.0,0.01,0.0,3,166,6000,816,20,1,8118,1440,14138,2257,2867694,6000
home_visit,False,1.0,0.01,0.0,4,166,6000,1346,20,1,8104,2134,14124,3481,3857536,6000
home_visit,False,1.0,0.01,0.0,5,166,6000,2588,20,2,8126,4004,14146,6594,4876270,6000
home_visit,False,1.0,0.01,0.0,6,166,6000,3941,20,2,8235,5975,14255,9918,6006930,6000
home_visit,False,1.0,0.01,0.0,7,166,6000,4568,20,3,8152,7005,14172,11577,6929506,6000
home_visit,False,1.0,0.01,0.0,8,166,6000,7120,20,4,8305,10979,14325,18103,8127740,6000
home_visit,False,1.0,0.01,0.0,9,166,6000,8227,20,6,8208,12565,14228,20799,9027204,6000
home_visit,False,1.0,0.01,0.0,10,166,6000,11276,20,6,8303,16997,14323,28279,10194710,6000
home_visit,True,1.0,0.01,0.0,1,167,6000,131,20,0,8410,275,14430,406,889450,6000
home_visit,True,1.0,0.01,0.0,2,167,6000,365,20,0,8216,785,14236,1150,1908112,6000
home_visit,True,1.0,0.01,0.0,3,167,6000,903,20,0,8169,1672,14189,2575,2890827,6000
home_visit,True,1.0,0.01,0.0,4,167,6000,1814,20,1,8047,2987,14067,4802,3855208,6000
home_visit,True,1.0,0.01,0.0,5,167,6000,2625,20,3,8347,4197,14367,6825,5054469,6000
home_visit,True,1.0,0.01,0.0,6,167,6000,4181,20,4,8208,6661,14228,10846,5974036,6000
home_visit,True,1.0,0.01,0.0,7,167,6000,5850,20,4,8331,8837,14351,14691,7128729,6000
home_visit,True,1.0,0.01,0.0,8,167,6000,6705,20,2,8152,9920,14172,16627,7961203,6000
home_visit,True,1.0,0.01,0.0,9,167,6000,9194,20,9,8049,13064,14069,22269,8866901,6000
home_visit,True,1.0,0.01,0.0,10,167,6000,10310,20,8,8118,15601,14138,25920,9931868,6000
home_visit,False,1.0,0.01,0.0,1,167,6000,134,20,1,8127,271,14147,406,836247,6000
home_visit,False,1.0,0.01,0.0,2,167,6000,314,20,0,8126,577,14146,891,1850392,6000
home_visit,False,1.0,0.01,0.0,3,167,6000,810,20,0,8249,1433,14269,2243,2918247,6000
home_visit,False,1.0,0.01,0.0,4,167,6000,1808,20,3,8126,3105,14146,4916,3875624,6000
home_visit,False,1.0,0.01,0.0,5,167,6000,2737,20,0,8212,4552,14232,7289,4936820,6000
home_visit,False,1.0,0.01,0.0,6,167,6000,4117,20,4,8410,6922,14430,11043,6137760,6000
home_visit,False,1.0,0.01,0.0,7,167,6000,5886,20,2,8289,9221,14309,15109,7076025,6000
home_visit,False,1.0,0.01,0.0,8,167,6000,7050,20,5,8081,10324,14101,17380,7863268,6000
home_visit,False,1.0,0.01,0.0,9,167,6000,8030,20,2,8410,12596,14430,20628,9294588,6000
home_visit,False,1.0,0.01,0.0,10,167,6000,13393,20,10,8331,20538,14351,33941,10251630,6000
home_visit,True,1.0,0.01,0.0,1,168,6000,129,20,0,8216,234,14236,363,876716,6000
